postcode	placeId	name	latitude	longitude	types	vicinity	source
S2	osm_95688663	74th Oak Street Scout Group	53.3560406	-1.4658491	community_centre		osm
S2	osm_135856445	A.E. Butterworth	53.357677	-1.4826264	bicycle	Abbeydale Road	osm
S2	osm_361227484	Alam Hill Books	53.3570355	-1.4738793	books		osm
S2	osm_1137849722	Alan's Barber	53.361446	-1.4301017	hairdresser	City Road	osm
S2	osm_1146462442	Alberts	53.364245	-1.4346116	fast_food	City Road	osm
S2	osm_249762919	Anna Roberts	53.3572599	-1.4829834	clothes	Abbeydale Road	osm
S2	osm_8385461440	Another Level	53.3566277	-1.4766513	beauty		osm
S2	osm_95419837	Arbourthorne Community Primary School	53.3594426	-1.446371	school	Eastern Avenue	osm
S2	osm_1033296731	Arbourthorne Fish Bar	53.3600507	-1.4374181	fast_food	Northern Avenue	osm
S2	osm_852304929	Archdale School	53.3681441	-1.4249162	school	Archdale Road	osm
S2	osm_173301640	Arman Food Store	53.3573033	-1.4829435	convenience	Abbeydale Road	osm
S2	osm_97413337	Ashley Rogers	53.3615458	-1.4302237	tailor	City Road	osm
S2	osm_205729688	Bannerdale Osteopaths	53.3597477	-1.4878077	clinic	Machon Bank Road	osm
S2	osm_7982694661	Best Pizza	53.3649444	-1.4355598	fast_food	City Road	osm
S2	osm_95246655	B&M Bargains	53.3573388	-1.476983	variety_store	Chesterfield Road	osm
S2	osm_168966398	Boots	53.3566085	-1.4784311	chemist	Chesterfield Road	osm
S2	osm_97837912	Broadfield Hotel	53.3582373	-1.4827366	pub	Abbeydale Road	osm
S2	osm_101007992	Broadfield Park	53.3578827	-1.481171	park		osm
S2	osm_7982694657	Bronze & Polished	53.3641241	-1.4336293	beauty		osm
S2	osm_137534577	Burger Buzz	53.3579668	-1.4823731	fast_food	Abbeydale Road	osm
S2	osm_564117791	Burton Roofing Merchants	53.3825591	-1.4287767	trade		osm
S2	osm_1333224953	B.U.tiful	53.3657425	-1.4286443	hairdresser	Fairleigh	osm
S2	osm_8385471345	Café Des Amis	53.3570415	-1.4762208	cafe	Chesterfield Road	osm
S2	osm_32213312	Carfield Primary School	53.3540158	-1.466	school	Argyle Road	osm
S2	osm_1146462445	Caribbean Fusion	53.3647035	-1.4353359	fast_food	City Road	osm
S2	osm_361242610	Casa Italia	53.3567438	-1.4765198	restaurant	Chesterfield Road	osm
S2	osm_1030111347	Cash Converters	53.3560037	-1.4490581	pawnbroker	Gleadless Road	osm
S2	osm_90716554	Castle View Park	53.372502	-1.4311729	park		osm
S2	osm_267646097	Cat Lane Bakery	53.3573318	-1.4604825	bakery	Cat Lane	osm
S2	osm_8385433165	CheebaCheeba	53.3568282	-1.4764293	cafe	Chesterfield Road	osm
S2	geograph_1930478	Cholera Monument, Sheffield	53.3762	-1.45913	geograph		geograph
S2	geograph_1918736	Cholera Monument, Norfolk Road	53.375836	-1.458082	geograph		geograph
S2	osm_7982694653	Christy's	53.3617625	-1.4305568	beauty		osm
S2	osm_1146462441	City Grocers	53.364117	-1.4344206	convenience	City Road	osm
S2	osm_173301639	Curry Master	53.3573336	-1.4829198	fast_food	Abbeydale Road	osm
S2	osm_168966400	Currys	53.3562737	-1.4791604	electronics	Sheffield	osm
S2	osm_1030111341	Daily News & Cards	53.3558043	-1.4487201	newsagent	Gleadless Road	osm
S2	osm_361228574	Daughters	53.3555492	-1.4711237	convenience	Valley Road	osm
S2	osm_222008863	Diocese of Hallam Pastoral Centre	53.3923749	-1.4374419	place_of_worship		osm
S2	osm_1033296724	DJ's Sarni Bar	53.3595806	-1.4380133	fast_food	Northern Avenue	osm
S2	osm_137534566	Earth Claims	53.3580187	-1.4823738	bank	Abbeydale Road	osm
S2	osm_161076766	East Bank Medical Centre	53.3588617	-1.4385191	doctors		osm
S2	osm_1265069222	Edge Cutters	53.3595041	-1.4873676	hairdresser	Sheldon Road	osm
S2	osm_97413411	Elm Tree Police Station	53.3617893	-1.4298903	police		osm
S2	osm_6880645887	Europcar	53.3805538	-1.4279588	car_rental	Parkway Avenue	osm
S2	osm_7982694655	Express Dial A Pizza	53.3618241	-1.4306688	fast_food	City Road	osm
S2	osm_1030111345	ExtraCare	53.3559372	-1.4489429	charity	Gleadless Road	osm
S2	osm_1254567144	Flowers & Gifts 2 Go	53.3754671	-1.4290221	florist	Manor Park Centre	osm
S2	osm_1241440846	gian	53.3579001	-1.4459088	convenience	East Bank Road	osm
S2	osm_1217612949	Gin Bar	53.3584708	-1.4824824	bar	Abbeydale Road	osm
S2	osm_67844861	Gleadless Medical Centre	53.3565289	-1.4514569	doctors		osm
S2	osm_7982694654	GoLocalExtra	53.3617969	-1.4306192	convenience		osm
S2	osm_13483637937	Greek Gods Cuisine	53.3930282	-1.4783223	fast_food	Neepsend Lane	osm
S2	osm_137534593	Hafiz Store	53.3579096	-1.4824134	convenience	Abbeydale Road	osm
S2	osm_1363329002	Hair & Beauty Lounge	53.3722666	-1.4256282	hairdresser	Harborough Avenue	osm
S2	osm_1030111344	Hammonds Bread Shop	53.3559038	-1.4488896	bakery	Gleadless Road	osm
S2	osm_856114623	Happy House	53.3617048	-1.4304688	fast_food	City Road	osm
S2	osm_13482836110	Heeley Sidings	53.3562479	-1.4783307	artwork		osm
S2	osm_94151045	Highfield Motors	53.3922195	-1.4357608	car_parts	Attercliffe Road	osm
S2	geograph_7356804	Hillside below the Cholera Monument	53.375933	-1.459735	geograph		geograph
S2	osm_5435868336	HSS Hire	53.3811341	-1.427452	tool_hire		osm
S2	osm_95688806	I Said Bread	53.3556337	-1.4687493	bakery	Rushdale Road	osm
S2	osm_137534584	Ideal Hairdresser	53.3581047	-1.4823072	hairdresser	Abbeydale Road	osm
S2	osm_1137849723	Indian Chef	53.3614811	-1.4301552	restaurant	City Road	osm
S2	osm_95545340	International Automatic Cars	53.3575649	-1.4757678	car, Meersbrook Police Station		osm
S2	geograph_6403325	Iron compass at the Cholera Monument	53.375935	-1.460035	geograph		geograph
