Anchor Postcode,Duration (min),Route Index,Waypoints,Waypoint Count,Distance (m),Duration (sec),Duration (formatted),Polyline
WF2 0GU,15,202,Tania's Barbershop → Methodist Church → BP Manor Service Station → Tania's Barbershop,2,510,81,1min,cm{fIhalHJiAg@iDCQIs@AE]cCZNJ@ZDZ@L?n@Al@AR_@f@dAOZGN_AMw@pCa@lCKhA
WF2 0GU,15,203,Tardis → West Yorkshire Police Learning & Development Centre → Cardigan House → Tardis,2,9953,537,8min,_vyfItzjH??BBJCJAFABG?IEmAh@OKgDAS?Q?Q?Q@QFaB?Q?MEWOIGCI?ODeCnDg@h@g@b@cAp@iB`ASJIDGHIHEHCHYlA?BCvA?P@P@RDRThAf@~Br@|CnB|INn@bApEj@fCR|@vAlGtAxDbCzFbCdFbAjBb@x@bAjBnCrD|CfEjDpDxFdFfMjJzBxA`CrAtBfAtDrBtG`Dn@R~FjBlGhAdE\xDDvEOnE[hOcClImApBYzRuF^OZSPMNQNUj@{ARg@POPMLINEP@RBTLVXJXFVDVDX@\?ZAtDA|@AZA\ETW~@MZk@Va@@OCWOMOMUIOi@w@a@So@E{Lh@qAFsFj@sInAeOdCoE`@cFJwDImE]eGaAaGiBs@W_HeDkDqBuBiAcCcB}B_BqFsDiF{DkFqEoD{DaDeE}BqDmAkBc@y@wAuCoEsJuBoF_AqCo@wA_AuCqA}DOc@}BiHwAmEQa@Uu@K]MYKWGMGKGIGIGGEEMIOKc@SEAc@e@OUGQEOEQAMAOAQ?S@O@O?GDQFWFWFOFMrAuBHKFGFGHGHGJCHAH?H?H@JDt@NZLPBLBR@NANCLEJGZSjAy@`A_A`AkAb@o@\Ut@gALKJ?FJJ`@BNDV?L?PG`BAP?P?P?P@RJfDi@NDlA?HCFG@K@KBCC??
WF2 0GU,15,204,The Bay Horse → Main Street Fisheries → China And Thai Express → The Bay Horse,2,908,205,3min,qh{fInqkHPRMVS^Up@EPw@pCa@lCg@iDCQKy@]cCZNJ@Be@a@M??`@LCd@ZDZ@L?n@Al@AUp@EPw@pCa@lC[yBKo@CQKy@]cCZNJ@ZDZ@L?n@Al@AR_@LWQS
WF2 0GU,15,205,The Blue Light → The New Albion → Alverthorpe St Paul's CofE (VA) School → The Blue Light,2,1478,307,5min,udufI~cjHIWHIt@sA|AmCRb@U`@CCAAGJ??FK@@BBTa@Sc@CI[o@c@_Ab@qAZw@MUKKQIQG[IQCSGMEQKY[g@g@SWy@oAGEKCQl@c@`AEd@Er@ETIVKXERGTEX@\Ap@AXGVILDZBV?R@RGd@A\CTCB??C?B?BCBU@]Fe@AS?SCWE[HMFW@Y@q@A]DYFUDSJYHWDUDs@De@b@aAPm@JBFDx@nARVf@f@XZPJLDRFPBZHPFPHJJLT[v@c@pAb@~@Zn@BH}AlCu@rAIHHV
WF2 0GU,15,206,The Dental Studio → St Michaels Church → R H Binks And Sons → The Dental Studio,2,1785,289,4min,go{fI|`mH?GBoD?GBaE?U@yABw@B{@Bq@Bo@FeA@SDu@y@BeAZWTUV}@p@}@f@AI{DbAGXNfANTHFFn@Go@IGOUOgAFYtA_@dBc@@H|@g@|@q@TWVUdA[x@CLiAFy@NaB`@mCv@qCDQTq@R_@f@dAWj@_AMw@pCa@lCWzCMhAEt@ARGdACn@Cp@Cz@Cv@AxA?TC`E?FCnD?F
WF2 0GU,15,207,The Eagle → Flanshaw Lodge → Alverthorpe Working Mens Club → The Eagle,2,1343,232,3min,u`tfIfsjH@ARQDC??`@YRQXSPWZi@HOLW^u@FNHRDPDVUJmAhADd@Lb@?AMa@Ee@lAiATKEWEQISGO_@t@MVIN[h@QVYRSPa@X??EBSP[RKHQJYJC?SBY?OAQCYMi@Y_@MkB]s@Oc@Kc@MGAu@YQMKKn@{DD^i@fDPLt@XF@b@Lb@J~Cl@^Lh@XXLPBN@X?RCB?XKPKJIXQ
WF2 0GU,15,208,The Glynn Living → Royal Spice → The Wren Cafe → The Glynn Living,2,1478,213,3min,}nvfInzfHuA`Bc@b@a@VOFMr@GZGVGh@?f@B^J^Tn@FNLZRp@Jb@DX@l@@p@@`@@L?NHv@L`A@JB\@Z?r@Ad@En@Gl@WdBG\KhAMt@QUu@w@WQEr@Qb@Wp@ELQb@Sj@f@l@g@m@Rk@Vq@Vq@Pc@Ds@VPt@v@PTLu@JiAF]VeBFm@Do@@e@?s@A[C]AKMaAIw@?OAMAa@Aq@Am@EYKc@Sq@M[GOUo@K_@C_@?g@Fi@Ns@Ls@NG`@Wb@c@tAaB
WF2 0GU,15,209,The Lawrence → tillybods → Wrenthorpe Club → The Lawrence,2,691,99,1min,wjxfIfhhHVl@JQlAuBtA_CV_@BCT[HM~BdBTN\Tj@^G^I@??WQODLu@]UUO_CeB_@h@CBW^uA~BmAtBKPWm@
WF2 0GU,15,210,The Malt Shovel → Carr Gate WMC → Gardener's Retreat Restaurant → The Malt Shovel,2,1311,209,3min,ysyfIvxiHb@Qj@WCoBGmAq@LJr@Ks@p@M@PDz@BnBk@Vg@Re@RiAd@EBIDqBx@qAh@gCfA}@^_Bh@KDe@Rq@l@Wz@a@dBIf@Hg@`@eBV{@p@m@d@SjBo@|@_@fCgApAi@pBy@HEDChAe@d@SBA
WF2 0GU,15,211,The Mens Room → St Michaels Church → R H Binks And Sons → The Mens Room,2,1810,291,4min,io{fIbbmH@m@BoD?GBaE?U@yABw@B{@Bq@Bo@FeA@SDu@y@BeAZWTUV}@p@}@f@AI{DbAGXNfANTHFFn@Go@IGOUOgAFYtA_@dBc@@H|@g@|@q@TWVUdA[x@CLiAFy@NaB`@mCv@qCDQTq@R_@f@dAWj@_AMw@pCa@lCWzCMhAEt@ARGdACn@Cp@Cz@Cv@AxA?TC`E?FCnDAl@
WF2 0GU,15,212,The New Albion → The Blue Light → Al Fresco → The New Albion,2,621,185,3min,q`ufIf~iHFK@@BBTa@Sc@}AlCu@rAIHHVN`@ADCDSRRSBE@EYy@HIt@sA|AmCCIJSFSD_@Bm@@Q@QBk@?Q@UBy@Cx@ATC|@APAPCl@E^GRKRBHRb@U`@CCAAGJ
WF2 0GU,15,213,The New Pot Oil → The Well Church (Elim Pentecostal) → Wrenthorpe Post Office → The New Pot Oil,2,1121,153,2min,_~vfIf{hHODI@UBc@EMNWNINKZI\ITi@XMNEPG^EZOEQCG?USMOReADUj@cDGIn@}DL{@@AH_@Po@Je@Jo@Fa@D[@IDUFg@BSBMD[F]BUFc@@EJg@BIPRNFTJNFTFN?F@xCBX@VPt@v@PT]xAY|@o@dBUl@Qp@o@pCEJW|@MTORYR_@LODIB
WF2 0GU,15,214,The New Wheel → The Well Church (Elim Pentecostal) → Wrenthorpe Methodist Church → The New Wheel,2,637,155,2min,mawfIf{hHXDMNWNINKZI\ITi@XMNEPG^EZOEQCG?USMOReADUj@cDGIY[[U}@a@FYb@eATy@Ux@O\Sf@GX|@`@ZTXZFHf@T`BX
WF2 0GU,15,215,The Quad → Vic's Cafe → The Wheel → The Quad,2,9297,596,9min,gtxfIbufHFYfBcGzAgE|A_Ex@iBt@yAfBcDf@u@v@gAr@}@|@gA|@w@lB{AnBkAfBw@jBk@dBY|AQT?N@RDRFNFL@JAJCLULKPEPFNLFNDRBX?ZETGTMPSHSCMGKQEOCIIQMOOOUIQESEWA_BPaB^iBh@gBr@kBlAmBvA{@z@{@|@w@`Aq@dAi@v@gB`Ds@vAu@bBaB|DqAzDiBhG}BzIUvAaA|GyAdK?\?`@DLBL?N?LCLCHGLIFG@G?GCECEGEIAIAIAM?MBODKBIDEJELaALy@Bq@B]l@mEHOHMBQ~@sGVoAtBcJfBcGzAgE|A_Ex@iBt@yAfBcDf@u@v@gAr@}@|@gA|@w@lB{AnBkAfBw@jBk@dBY|AQT?N@RDRFNFL@JAJCLULKPEPFNLXAPERKXI`BKD?\CPANA~@Gb@?R@TDP@H?LCNQBGDIHGFEH?H@B@HAFAHCLEJCJCHCNCZG`@IXEHCDALETKFAl@W??LE@ALEHCJAHAJAJ?L@J@@?NB@?LDJBNFPFFH@BDDLNNLNNPNPNJFHDHDRJTJl@X^Rf@VPHFDHDDDDBJHRNJHFFNJNLb@XHBBBLFJDNHd@NBBBBDDHHCb@ALALALGp@CTEPKXIPGHADGHGFc@h@EFEBCBGFC?E@QBO?G^IZQn@]bA}@tC_@tA]zAU|@e@`BWj@e@hAU^WZi@l@yAvAOL}BbCkAnAc@f@gCxCc@b@a@VOF[Na@D]?a@?q@@UB[Ds@\]X{@|@WXSPUNeBh@i@T_@PKHuBlAsBbA{@b@q@^c@Xu@f@E@eBbAo@`@m@d@s@v@s@~@o@~@gAzA_@h@CBW^uA~BmAtBKPq@hAGHq@jAaAdBSb@oBxD_AhBcA|AKLCDu@~@}@|@a@XCB_@RQHoB~@sBjAQHk@XkBbA_@XQRS^K`@GXEb@CX?^Dn@Lj@HPFJHFJDJ?JAJEJKv@}AvByFf@cC\cCLoATeCd@{Ht@wLDyANoDD{@EGEIAIAIAM?MBODKBIDEJELaALy@|@kGJo@BQ~@sGVoAlBiI
WF2 0GU,15,216,The Star Inn → Lindale Methodist Church → Outwood Primary Academy Kirkhamgate → The Star Inn,2,891,153,2min,}wwfIfknHr@`ANSh@m@xA{AMc@Om@MiAOsAE]Kq@SyACK?AOkA_@qCcAf@[yAJIKHZxAbAg@^pCNlABJRxAJp@D\\|CNl@Lb@yAzAi@l@ORs@aA
WF2 0GU,15,217,The Well Church (Elim Pentecostal) → Wrenthorpe Dental Care → Wrenthorpe Methodist Church → The Well Church (Elim Pentecostal),2,971,234,3min,cgwfIz~hHj@cDf@TzB^b@DTCHAXINEDjBF|@WDYFI@kARLA|@QHAXGVEG}@EkBODYHI@UBc@E{B_@g@UGIY[[U}@a@FYb@eATy@Ux@O\Sf@GX|@`@ZTXZFHk@bD
WF2 0GU,15,218,The Wheel → Wrenthorpe Club → The Lawrence → The Wheel,2,956,168,2min,k`xfIb|gHgAzA~BdBTN\Tj@^G^I@??WQODLu@]UUO_CeB_@h@CBW^uA~BmAtBKPe@iAIUEO?O@OBSZm@DED@HNIOEAED[l@CRAN?NDNHTLZVl@JQlAuBtA_CV_@BC^i@fA{A
WF2 0GU,15,219,The Wren Cafe → Conroyds Fish and Chips → The New Pot Oil → The Wren Cafe,2,962,121,2min,exvfInhhHDMVq@Pc@Ds@VPt@v@PT]xAY|@o@dBUl@GRy@nDEJW|@MTORYR_@LODIBODI@UBc@E{B_@g@UGIn@}DL{@@AH_@Po@PJXLn@VJLf@v@T\JHDBH?FADIHSpAeFJ_@Rk@Pc@
WF2 0GU,15,220,tillybods → Wrenthorpe Club → The Lawrence → tillybods,2,856,150,2min,}bxfIl_hHHM~BdBTN\Tj@^G^I@??WQODLu@]UUO_CeB_@h@CBW^uA~BmAtBKPe@iAIUEO?O@OBSZm@DED@HNIOEAED[l@CRAN?NDNHTLZVl@JQlAuBtA_CV_@BCT[
WF2 0GU,15,221,Total Fitness → Silkwood Farm → Shell Select → Total Fitness,2,3097,434,7min,o{sfIpemH^XBB@D@NCNGNABEHGLWhAOp@AJQn@GVELELQf@Q`@GHMTMNIHEDOHEBEFEDIPANENGHWFECIIEMCOAQBQDOBCJ[BMBMBM@a@JgABYJy@Fe@Ha@ReAJe@zAcH@K?G?EAa@CQEUAMEIKU{BaCo@{@IVKZYp@mA~FnB~ALo@VR\ZPaA??Q`A][WSMn@oB_BlA_GXq@J[HWn@z@zB`CLJD@D?LEDAJEF?B?HF@BDHDN@RAPEPGLIDK@OFEHEJ{AbHKd@SdAI`@Gd@Kx@CXKfAA`@?LBNBP??FTBBDJBN?PANEN?\?B?HBRH\DLFNVf@HN^j@VPLDD@B?B?NEzCuHPg@Rc@JS`@w@@[Ea@BS@CHU@C??RATZb@iAD_@\_ABQA_@q@gAw@m@KEMGo@_@e@e@[_@SU_@m@KMEECAKCIDK@OFEHEJ{AbHKd@SdAI`@Gd@Kx@CXKfAA`@?LBNBP??FTBBLDH@F@D?NIDEHILOLUFIPa@Pg@DMDMFWPo@@KNq@ViAD]DIDIHIAOAECC_@Y
WF2 0GU,15,222,Toyota Vantage → Shell Select → Total Fitness → Toyota Vantage,2,2474,392,6min,grsfIz|lHTeAAECCC?ELUlACDOl@IX]JILQdALFJDv@l@TJb@Fn@OSz@Qb@[z@[x@c@hAIPWj@Kb@q@xBG[?K@QJS`@w@@[Ea@BS@CHU@C??RATZb@iAD_@\_ABQA_@q@gAw@m@KEMGo@_@e@e@[_@SU_@m@KMEECAKCIDK@OFEHEJ{AbHKd@SdAI`@Gd@Kx@CXKfAA`@?LBNBP??FTBBLDH@F@D?NIDEHILOLUFIPa@Pg@DMDMFWPo@@KNq@ViAD]DIDIHIAOAECC_@Y_Aw@~ApABB@D@NCNGNABEHGLWhAOp@AJQn@GVELELQf@Q`@GHMTMNIHEDOHEBEFEDIPANENGHWFECIIEMCOAQBQDOBCJ[BMBMBM@a@JgABYJy@Fe@Ha@ReAJe@zAcH@K?G?EAa@CQ?QBQHWDAJEF?B?HF@BDHDN@RBX@LBJFV^l@RTZ^d@d@n@^PeAHM\KHYNm@BETmADMB?BB@DUdA
WF2 0GU,15,223,Valley Cresent Day Centre → Conroyds Fish and Chips → The New Pot Oil → Valley Cresent Day Centre,2,962,121,2min,gxvfInhhHFMVq@Pc@Ds@VPt@v@PT]xAY|@o@dBUl@GRy@nDEJW|@MTORYR_@LODIBODI@UBc@E{B_@g@UGIn@}DL{@@AH_@Po@PJXLn@VJLf@v@T\JHDBH?FADIHSpAeFJ_@Rk@Nc@
WF2 0GU,15,224,Vic's Cafe → The Quad → The Lawrence → Vic's Cafe,2,6278,509,8min,{zxfIpkgHHMBQ~@sGVoAlBiIFYfBcGzAgE|A_Ex@iBt@yAfBcDf@u@v@gAr@}@|@gA|@w@lB{AnBkAfBw@jBk@dBY|AQT?N@RDRFNFL@JAJCLULKPEPFNLXAPERKXI`BKD?\CPANA~@Gb@?R@TDP@H?LCNQBGDIHGFEH?H@B@HAFAHCLEJCJCHCNCZG`@IXEHCDALETKFAl@W??LE@ALEHCJAHAJAJ?L@J@@?NB@?LDJBNFPFFH@BDDLNNLNNPNPNJFHDHDRJTJl@X^Rf@VPHFDHDDDDBJHRNJHFFNJNLb@XHBBBLFJDNHd@NBBBBDDHHCb@ALALALGp@CTEPKXIPGHADGHGFc@h@EFEBCBGFC?E@QBO?G^IZQn@]bA}@tC_@tA]zAU|@e@`BWj@e@hAU^WZi@l@yAvAOL}BbCkAnAc@f@gCxCc@b@a@VOF[Na@D]?a@?q@@UB[Ds@\]X{@|@WXSPUNeBh@i@T_@PKHuBlAsBbA{@b@q@^c@Xu@f@E@eBbAo@`@m@d@s@v@s@~@wBzC_@h@CBW^uA~BmAtBKPe@iAIUEO?O@OBSZm@DED@HNIOEAED[l@CRAN?NDNHTLZVl@q@hAGHq@jAaAdBSb@oBxD_AhBcA|AKLCDu@~@}@|@a@XCB_@RQHoB~@sBjAQHk@XkBbA_@XQRS^K`@GXEb@CX?^Dn@Lj@HPFJHFJDJ?JAJEJKv@}AvByFf@cC\cCLoATeCd@{Ht@wLDyANoDD{@EGEIAIAIAM?MBODKBIDEJELaALy@|@kGJo@IL
WF2 0GU,15,225,"Village Hall, Kirkhamgate → The Star Inn → Outwood Primary Academy Kirkhamgate → Village Hall, Kirkhamgate",2,1009,197,3min,gswfInbnHRhBNl@Lb@yAzAi@l@ORs@aAKMAu@F]?IOs@Nr@?HG\@t@~@nANSh@m@xA{AMc@Om@]}CE]Kq@SyACK?AOkA_@qCcAf@[yAJIKHZxAbAg@^pCNlABJRxAJp@D\Hr@
WF2 0GU,15,226,Village Stores → Outwood Primary Academy Kirkhamgate → The Star Inn → Village Stores,2,1298,240,4min,opwfI`bnHl@]^vBe@b@URw@v@Mc@Om@]}CE]Kq@SyACK?AOkA_@qCcAf@[yAJIKHZxAbAg@^pCNlABJRxAJp@D\\|CNl@Lb@yAzAi@l@ORs@aAKMAu@F]?IOs@Nr@?HG\@t@~@nANSh@m@xA{Av@w@TSd@c@_@wBm@\
WF2 0GU,15,227,Wakefield Flanshaw Junior and Infant School → West Villa → NAV Mini Market → Wakefield Flanshaw Junior and Infant School,2,1155,137,2min,oqtfI~lhHa@lCGn@Ml@a@tB[~AMn@c@nBq@zBCFSn@Uj@]~@Ul@Ob@i@lAk@vAg@hAKRMUKK??QIQG[I@_@B]Dm@PmAT_BV{Ab@XJJNPVb@Zf@b@j@Nc@Tm@\_ATk@Ro@BGp@{Bp@_DZ_B`@uBLm@Fo@`@mC
WF2 0GU,15,228,War Memorial → The Star Inn → Outwood Primary Academy Kirkhamgate → War Memorial,2,1009,197,3min,crwfIfgnHLb@yAzAi@l@ORs@aAKMAu@F]?IOs@Nr@?HG\@t@~@nANSh@m@xA{AMc@Om@]}CE]Kq@SyACK?AOkA_@qCcAf@[yAJIKHZxAbAg@^pCNlABJRxAJp@D\\|CNl@??
WF2 0GU,15,229,War memorial in Kirkhamgate. → The Star Inn → Outwood Primary Academy Kirkhamgate → War memorial in Kirkhamgate.,2,1009,197,3min,{qwfIzgnHDNyAzAi@l@ORs@aAKMAu@F]?IOs@Nr@?HG\@t@~@nANSh@m@xA{AMc@Om@]}CE]Kq@SyACK?AOkA_@qCcAf@[yAJIKHZxAbAg@^pCNlABJRxAJp@D\\|CNl@FR
WF2 0GU,15,230,"War Memorial, Kirkhamgate → The Star Inn → Outwood Primary Academy Kirkhamgate → War Memorial, Kirkhamgate",2,1027,201,3min,gqwfI|gnHMLyAzAi@l@ORs@aAKMAu@F]?IOs@Nr@?HG\@t@~@nANSh@m@xA{AMc@Om@]}CE]Kq@SyACK?AOkA_@qCcAf@[yAJIKHZxAbAg@^pCNlABJRxAJp@D\\|CNl@Lb@LM
WF2 0GU,15,231,"War Memorial on Batley Road, Kirkhamgate → The Star Inn → Outwood Primary Academy Kirkhamgate → War Memorial on Batley Road, Kirkhamgate",2,1027,201,3min,gqwfI|gnHMLyAzAi@l@ORs@aAKMAu@F]?IOs@Nr@?HG\@t@~@nANSh@m@xA{AMc@Om@]}CE]Kq@SyACK?AOkA_@qCcAf@[yAJIKHZxAbAg@^pCNlABJRxAJp@D\\|CNl@Lb@LM
WF2 0GU,15,232,West Ardsley Book Exchange → Hill Top Primary Academy → West Ardsley Methodist Church → West Ardsley Book Exchange,2,1973,316,5min,qszfIvyqHTHj@RlEhBPFzAp@pBx@pBv@fAd@n@^d@b@eFbNGNm@dBo@|Ay@|BSh@S[EAIAKAGIo@cAOU??NTn@bAFHJ@H@D@RZRi@x@}Bn@}Al@eBFOdFcNe@c@o@_@gAe@NaB|@h@PBJMKLA?OC}@i@O`BqBw@qBy@{Aq@QGmEiBk@SUI
WF2 0GU,15,233,West Ardsley Community Centre → West Ardsley Methodist Church → West Ardsley Book Exchange → West Ardsley Community Centre,2,2087,344,5min,qizfIb_sHFMV^S`@D@RZRi@x@}Bn@}Al@eBFOdFcNe@c@o@_@gAe@NaB|@h@PBJMKLA?OC}@i@O`BqBw@qBy@{Aq@QGmEiBk@Sk@SBWDS@S?Q?S@OLaBM`BAN?R?PARERCVTHTHj@RlEhBPFzAp@pBx@pBv@fAd@n@^d@b@eFbNGNm@dBo@|Ay@|BSh@S[EAIAKAGIPe@
WF2 0GU,15,234,West Ardsley Methodist Church → West Ardsley Community Centre → West Ardsley Book Exchange → West Ardsley Methodist Church,2,2068,318,5min,q}yfIvarHOC}@i@O`BfAd@n@^d@b@eFbNGNm@dBo@|Ay@|BSh@S[EAIAKAGIPe@FMV^S`@D@RZRi@x@}Bn@}Al@eBFOdFcNe@c@o@_@gAe@qBw@qBy@{Aq@QGmEiBk@Sk@SBWDS@S?Q?S@OLaBM`BAN?R?PARERCVTHTHj@RlEhBPFzAp@pBx@pBv@NaB|@h@NB
WF2 0GU,15,235,West Villa → Wakefield Flanshaw Junior and Infant School → NAV Mini Market → West Villa,2,1315,192,3min,sutfIp|hHLo@Z_B`@uBLm@Fo@`@mCf@mD\T]UiAzHGn@Ml@a@tB[~Aq@~Cq@zBCFSn@Uj@]~@Ul@Ob@i@lAk@vAg@hAKRMUKK??QIQG[I@_@B]Dm@PmAT_BV{Ab@XJJNPVb@Zf@b@j@Nc@Tm@\_ATk@Ro@BGp@{Bb@oB
WF2 0GU,15,236,West Yorkshire Police Bishopgarth House → West Yorkshire Police Learning & Development Centre → Cardigan House → West Yorkshire Police Bishopgarth House,2,9946,536,8min,{uyfIxzjH??JCJAFABG?IEmAh@OKgDAS?Q?Q?Q@QFaB?Q?MEWOIGCI?ODeCnDg@h@g@b@cAp@iB`ASJIDGHIHEHCHYlA?BCvA?P@P@RDRThAf@~Br@|CnB|INn@bApEj@fCR|@vAlGtAxDbCzFbCdFbAjBb@x@bAjBnCrD|CfEjDpDxFdFfMjJzBxA`CrAtBfAtDrBtG`Dn@R~FjBlGhAdE\xDDvEOnE[hOcClImApBYzRuF^OZSPMNQNUj@{ARg@POPMLINEP@RBTLVXJXFVDVDX@\?ZAtDA|@AZA\ETW~@MZk@Va@@OCWOMOMUIOi@w@a@So@E{Lh@qAFsFj@sInAeOdCoE`@cFJwDImE]eGaAaGiBs@W_HeDkDqBuBiAcCcB}B_BqFsDiF{DkFqEoD{DaDeE}BqDmAkBc@y@wAuCoEsJuBoF_AqCo@wA_AuCqA}DOc@}BiHwAmEQa@Uu@K]MYKWGMGKGIGIGGEEMIOKc@SEAc@e@OUGQEOEQAMAOAQ?S@O@O?GDQFWFWFOFMrAuBHKFGFGHGHGJCHAH?H?H@JDt@NZLPBLBR@NANCLEJGZSjAy@`A_A`AkAb@o@\Ut@gALKJ?FJJ`@BNDV?L?PG`BAP?P?P?P@RJfDi@NDlA?HCFG@K@KB??
WF2 0GU,15,237,West Yorkshire Police Learning & Development Centre → Cardigan House → West Yorkshire Police Bishopgarth House → West Yorkshire Police Learning & Development Centre,2,10134,579,9min,o|yfIrvkHbApEj@fCR|@vAlGtAxDbCzFbCdFbAjBb@x@bAjBnCrD|CfEjDpDxFdFfMjJzBxA`CrAtBfAtDrBtG`Dn@R~FjBlGhAdE\xDDvEOnE[hOcClImApBYzRuF^OZSPMNQNUj@{ARg@POPMLINEP@RBTLVXJXFVDVDX@\?ZAtDA|@AZA\ETW~@MZk@Va@@OCWOMOMUIOi@w@a@So@E{Lh@qAFsFj@sInAeOdCoE`@cFJwDImE]eGaAaGiBs@W_HeDkDqBuBiAcCcB}B_BqFsDiF{DkFqEoD{DaDeE}BqDmAkBc@y@wAuCoEsJuBoF_AqCo@wA_AuCqA}DOc@}BiHwAmEQa@Uu@K]MYKWGMGKGIGIGGEEMIOKc@SEAc@e@OUGQEOEQAMAOAQ?S@O@O?GDQFWFWFOFMrAuBHKFGFGHGHGJCHAH?H?H@JDt@NZLPBLBR@NANCLEJGZSjAy@`A_A`AkAb@o@\Ut@gALKJ?FJJ`@BNDV?L?PG`BAP?P?P?P@RJfDi@NG_BIgCAYAOEECAEHIJKNCD@^FxBDrB@f@DRDFBB??JCJAFABG?IEmAh@OKgDAS?Q?Q?Q@QFaB?Q?MEWOIGCI?ODeCnDg@h@g@b@cAp@iB`ASJIDGHIHEHCHYlA?BCvA?P@P@RDRThAf@~Br@|CnB|INn@
WF2 0GU,15,238,White Rose Sandwich Co. → BP Manor Service Station → Main Street Fisheries → White Rose Sandwich Co.,2,906,208,3min,yl{fIr~kHe@}CCQKy@]cCZNJ@ZDZ@L?n@Al@AR_@f@dAOZGN_AMw@pCa@lCg@iDCQKy@]cCZNJ@Be@a@M??`@LCd@ZDZ@L?n@Al@AUp@EPw@pCa@lCAK
WF2 0GU,15,239,Wrenthorpe Academy → Hong Kong Vegan → St Annes → Wrenthorpe Academy,2,2580,260,4min,cqwfI`chHIRCHc@~AYbA[~@k@{@[YaBqA}@o@k@_@]UUO_CeBvB{Cr@_Ar@w@l@e@n@a@dBcADAt@g@b@Yp@_@d@UTMrBcAtBmAJI^Qh@UdBi@TORQVYz@}@\Yr@]ZETCp@A`@?\?`@EZOMr@Or@Gh@?f@B^J^Tn@FNLZRp@Jb@DX@l@@p@@`@@L?NHv@L`A@JB\@Z?r@Ad@En@Gl@WdBG\KhAMt@]xAY|@o@dBUl@aAbEEJW|@MTORYR_@LODYHI@UBc@E{B_@g@UGIY[[U}@a@GC}@a@]OQIOOWa@k@_AS[e@s@]g@u@kAZ_AXcAb@_BBIHS
WF2 0GU,15,240,Wrenthorpe Club → Declans → Pinderfields Hospital PRU → Wrenthorpe Club,2,1133,227,3min,e|wfIlehHHAF_@k@_@]UUO_CeBqA_Ak@_@IIZyAGOIUHTFN[xAHHj@^pA~@l@b@pA`ATN\Tj@^|@n@`BpAZXj@z@Z_AXcAb@_BBILLl@j@??m@k@MMCHc@~AYbA[~@k@{@[YaBqA}@o@G^I@
WF2 0GU,15,241,Wrenthorpe Dental Care → The Well Church (Elim Pentecostal) → Wrenthorpe Methodist Church → Wrenthorpe Dental Care,2,1009,218,3min,q`wfIhaiH|@QHAXGVEG}@EkBODYHI@UBc@EMNWNINKZI\ITi@XMNEPG^EZOEQCG?USMOReADUj@cDGIY[[U}@a@FYb@eATy@Ux@O\Sf@GX|@`@ZTXZFHf@TzB^b@DTCHAXINEDjBF|@WDYFI@}@P
WF2 0GU,15,242,Wrenthorpe Methodist Church → The Well Church (Elim Pentecostal) → St Annes → Wrenthorpe Methodist Church,2,983,186,3min,whwfIvthHSf@GX|@`@ZTXZFHf@TzB^MNWNINKZI\ITi@XMNEPG^EZOEQCG?USMOReADUj@cDGIY[[U}@a@GC}@a@]OQIOOcAaBS[e@s@Rg@@CTk@Uj@ABSf@d@r@RZj@~@V`@NNPH\N|@`@FBFYRg@
WF2 0GU,15,243,Wrenthorpe Park & Alverthorpe Meadows → Alverthorpe & Wrenthorpe Meadows LNR → Silcoates School → Wrenthorpe Park & Alverthorpe Meadows,2,7531,1006,16min,cnufIlxgHTSf@g@V|@`@vAVz@Tz@Tr@Td@PVRRRLXLXBX?f@OFbAV|DJpAo@QmCe@KE??JDlCd@n@P~@V`Cj@\cABEJ[Ha@Ho@Dg@@k@?q@QqCIaAh@OnA_@VIVGpBm@|Ac@OxAAJEf@g@jCKf@OfAiAzHGn@Ml@a@tB[~Aq@~Cq@zBCFSn@Uj@]~@Ul@Ob@i@lAk@vAg@hAKR[v@c@pAGReAvCg@zAg@|AMZM\]v@q@fBGL_@`As@fBs@hBwBvE}BrGW~@q@`Ce@rBW|@Qh@Wb@[^q@h@eBzA_AbAc@h@cAlBCHsAeC]u@k@qAQ]qAoCIQFSn@_GTaCN{Cd@cR@MJkARuA@UFa@Dk@D]BS@U?[C[GSOa@U_@}@aBVg@Dw@?s@?GFWFMPi@HQBQ?KESAG?E?KF]DYNa@`@eAKQGO?G?Md@sA??e@rA?L?FFNJPb@iABGBADADBDHBJ?@?F_B`EELAJAL@L?B@DFHFBDFBHFLDHDHBL@LAPA|@CZAXIhAGrACXCNMPFRBZ?ZATCRE\Ej@G`@ATStAKjAALe@bROzCU`Co@~FGRHPpAnCP\j@pA\t@rAdCBIbAmBb@i@~@cAdB{Ap@i@Z_@Vc@Pi@V}@d@sBp@aCV_A|BsGvBwEr@iBr@gB^aAFMp@gB\w@L]L[f@}Af@{AdAwCFSb@qAZw@JSf@iAj@wAh@mANc@Tm@\_ATk@Ro@BGp@{Bp@_DZ_B`@uBLm@Fo@hA{HNgAJg@f@kCDg@@KNyA}Ab@qBl@WFWHoA^i@Ng@N_@L_@Lc@Ps@RUJ_@Le@Lg@NY?YCYMSMSSQWUe@Us@U{@W{@a@wAW}@g@f@UR
