Anchor Postcode,Duration (min),Route Index,Waypoints,Waypoint Count,Distance (m),Duration (sec),Duration (formatted),Polyline
WF2 0GU,40,794,Ossett Fire Station → Silkwood Farm → Amazon DLS4 → Total Fitness → Ossett Fire Station,3,2703,475,7min,}gtfIlbmHI^?BA?A?AAQKR_A@GVmAnB~ALo@VR\ZPaA??Q`A][WSMn@oB_BWlAAFS~@GTSdAi@dCc@nBKIEEC?AC?E@Ef@cC^gBJHNJReAFUR_A@GVmAlA_GXq@J[HWn@z@zB`CLJD@D?LEDAJEF?B?HF@BDHDN@RAPEPGLIDK@OFEHEJ{AbHKd@SdAI`@Gd@Kx@CXKfAA`@?LBNBP??FTBBLDH@F@D?NIDEHILOLUFIPa@Pg@DMDMFWPo@@KNq@ViAD]DIDIHIAOAECC_@Y_Aw@~ApABB@D@NCNGNABEHGLWhAOp@AJQn@GVELELQf@Q`@GHMTMNIHEDOHEBEFEDIPANENGHWFECIIEMCOAQBQDOBCJ[BMBMBM@a@JgABYJy@Fe@Ha@ReAJe@zAcH@K?G?EAa@CQEUAMEIKU{BaCo@{@IVKZYp@mA~FWlAAFS~@PJ@@@?@??CH_@
WF2 0GU,40,795,Ossett Flushdyke Junior and Infant School → JB's Cafe & Bistro → Spring Mill Golf Course → Ossett WMC → Ossett Flushdyke Junior and Infant School,3,11235,1055,17min,eptfIzapHW|AQ`BQjBGlAIdCEvCGnEQnLIdCSvC_@|De@vCg@tBs@dCqAvCwL`SwBhDmDxF{AhCiBbD{@lBoB`Fq@xBe@xBg@xCYpCKzAG`BChCD|BRlDXrCj@`Ev@bDr@tCLRLHP@HCVAJ@FBFFFJFVBLFf@@H?PAPEPELIHGDGBk@EEAGEGGEKEMCS?U?]UmAaAmDq@cDm@eE[sCSoDCu@AiA@kCDcBJ}AToCd@_Dh@qBp@cCvBuFx@kBbBkDrAgChHiL`H}KnCoErAyCr@uBj@wBf@uCd@uDRuCHoCNkLDwBFwFAi@BoANgCDu@?c@A[ESCOM_@Oe@G[Gc@Ee@Cy@H}@Lk@N]V]TS^MP?P@b@NlApATRz@XAf@EzA\EHLH?H{@FWJg@@qBEGa@D]?CbBAf@EzAMdEKr@K~BxBdA\M^q@h@y@fAmAn@k@RWf@u@hCcDHKHEH@H@JDHHFJDNh@|BVjAFVFPVf@`A|AJB@?NGDGDGXm@Pa@JQHEHKj@u@`@o@BGhA{BP[ZWDCDCNE^KLARMz@s@TWDEDMBAt@c@ZK^lCTtAYRWf@MfBAVOfASbA{ArDYr@[fAy@dDaBzHCLIf@_BhHg@~BOrAUpBIp@ANKbAADG`B?|CZtCH^b@rB\xAdA`D@BFVLh@PfALpAFvBm@Ek@HOD_@TGDQNCFIT[z@g@|AOb@ETK`@Ij@Gh@eA_@y@a@oA{@GEGEMI}@o@a@Yg@e@KI}AuASQOO{AkAa@[GEmAs@OIqAcAcAc@H{@Do@Du@?e@?M?}@EgACq@QoFBsAJ}E@e@@gAF}B@_@@UD_ADuATcGLoCFwADiAXqGBYT_EJ_CJmF?i@AWAOKYUq@U_@mAqAc@OQAQ?_@LURW\O\Mj@I|@Bx@Dd@X`@RLRAPGLQJUlA{DJa@p@sBt@aBzDkIFMP_@VaADg@?c@A]E[G]Ia@IOGYG]A[AW?W@wD@y@@[@YD]H[Rg@POPMLINEP@RBTLVXJXFVDVDX@\?ZAtDA|@AZA\ETW~@MZa@fAcAxBkAjCkDhHq@zAq@nBy@bDWvAAF
WF2 0GU,40,796,Ossett WMC → Ossett Flushdyke Junior and Infant School → JB's Cafe & Bistro → Spring Mill Golf Course → Ossett WMC,3,11235,1055,17min,aotfI`mrHCq@QoFBsAJ}E@e@@gAF}B@_@@UD_ADuATcGLoCFwADiAXqGBYT_EJ_CJmF?i@AWAOKYUq@U_@mAqAc@OQAQ?_@LURW\O\Mj@I|@Bx@Dd@X`@RLRAPGLQJUlA{DJa@p@sBt@aBzDkIFMP_@VaADg@?c@A]E[G]Ia@IOGYG]A[AW?W@wD@y@@[@YD]H[Rg@POPMLINEP@RBTLVXJXFVDVDX@\?ZAtDA|@AZA\ETW~@MZa@fAcAxBkAjCkDhHq@zAq@nBy@bDWvAAFW|AQ`BQjBGlAIdCEvCGnEQnLIdCSvC_@|De@vCg@tBs@dCqAvCwL`SwBhDmDxF{AhCiBbD{@lBoB`Fq@xBe@xBg@xCYpCKzAG`BChCD|BRlDXrCj@`Ev@bDr@tCLRLHP@HCVAJ@FBFFFJFVBLFf@@H?PAPEPELIHGDGBk@EEAGEGGEKEMCS?U?]UmAaAmDq@cDm@eE[sCSoDCu@AiA@kCDcBJ}AToCd@_Dh@qBp@cCvBuFx@kBbBkDrAgChHiL`H}KnCoErAyCr@uBj@wBf@uCd@uDRuCHoCNkLDwBFwFAi@BoANgCDu@?c@A[ESCOM_@Oe@G[Gc@Ee@Cy@H}@Lk@N]V]TS^MP?P@b@NlApATRz@XAf@EzA\EHLH?H{@FWJg@@qBEGa@D]?CbBAf@EzAMdEKr@K~BxBdA\M^q@h@y@fAmAn@k@RWf@u@hCcDHKHEH@H@JDHHFJDNh@|BVjAFVFPVf@`A|AJB@?NGDGDGXm@Pa@JQHEHKj@u@`@o@BGhA{BP[ZWDCDCNE^KLARMz@s@TWDEDMBAt@c@ZK^lCTtAYRWf@MfBAVOfASbA{ArDYr@[fAy@dDaBzHCLIf@_BhHg@~BOrAUpBIp@ANKbAADG`B?|CZtCH^b@rB\xAdA`D@BFVLh@PfALpAFvBm@Ek@HOD_@TGDQNCFIT[z@g@|AOb@ETK`@Ij@Gh@eA_@y@a@oA{@GEGEMI}@o@a@Yg@e@KI}AuASQOO{AkAa@[GEmAs@OIqAcAcAc@H{@Do@Du@?e@?M?}@EgA
WF2 0GU,40,797,"Outwood Primary Academy Kirkhamgate → Kirkhamgate Village Hall, Brandy Carr Road → The Star Inn → Shawfold Cars → Outwood Primary Academy Kirkhamgate",3,1365,212,3min,{twfIb{mH?@BJRxAJp@D\?D\vCNl@Lb@yAzAi@l@ORs@aAKMAu@F]?IOs@Nr@?HG\@t@~@nANSh@m@xA{Av@w@TSd@c@pBeANGHEb@UPI\U^Wp@k@JVDVDf@@FCz@Jj@DXEYKk@B{@Go@EWKWq@j@_@V]TQHc@TIDOFqBdAe@b@URw@v@Mc@Om@]}CE]Kq@SyACK?A
WF2 0GU,40,798,Phoenix Young People's Centre → NAV Mini Market → The Blue Light → Mill View Stores → Phoenix Young People's Centre,3,1232,259,4min,ccufIfziHTq@FSb@qAZw@MUKK??QIQG[I@_@B]Dm@PmAT_BV{Ab@XJJNPVb@Zf@b@j@i@lAk@vAg@hAKR[v@c@pAb@~@Zn@BH}AlCu@rAIHHVN`@ADCDSRRSBE@EYy@HIt@sA|AmCRb@HTNVLVLVTfAj@Sk@RESOs@MWMWOWIUSc@CI[o@c@_AGRUp@
WF2 0GU,40,799,Pinderfields Hospital PRU → St Annes → Spot on Dog Grooming → Wrenthorpe Methodist Church → Pinderfields Hospital PRU,3,1842,336,5min,qowfInehHm@k@MMCHc@~AYbA[~@t@jA\f@d@r@RZj@~@V`@NNPH\N|@`@FB|@`@MjANFOGLkA}@a@GC}@a@]OQIOOcAaBS[e@s@]g@u@kAk@{@[YaBqACAy@m@G^I@WQODLu@j@^|@n@`BpAZXj@z@t@jA\f@d@r@RZbA`BNNPH\N|@`@FBFYb@eATy@Ux@O\Sf@GXGC}@a@]OQIOOcAaBS[e@s@]g@u@kAZ_AXcAb@_BBILLl@j@
WF2 0GU,40,800,Pizza Ferrara → Alverthorpe Conservative Club → Alverthorpe St Paul's CofE (VA) School → Al Fresco → Pizza Ferrara,3,1889,385,6min,{fufIrbjH^iAf@{AdAwCFSb@~@Zn@BH}AlCOSNRZg@`AeBCI[o@c@_Ab@qAZw@MUKKQIQG[IQCSGMEQKY[g@g@SWy@oAGEKCQl@c@`AEd@Er@ETIVKXERGTEX@\Ap@AXGVILDZBV?R@RGd@A\CTCB??C?B?BCBU@]Fe@AS?SCWE[HMFW@Y@q@A]DYFUDSJYHWDUDs@De@b@aAPm@JBFDx@nARVf@f@XZPJLDRFPBZHPFPHJJLT[v@c@pAb@~@Zn@JSFSD_@Bm@@Q@QBk@?Q@UBy@Cx@ATC|@APAPCl@E^GRKR[o@c@_AGReAvCg@zA_@hA
WF2 0GU,40,801,Pumaspeed → NAV Mini Market → Mill View Stores → Kylies Sandwich Bar & Custom Cakes → Pumaspeed,3,1421,263,4min,}cufI`|iHn@kBFSb@qAZw@MUKK??QIQG[I@_@B]Dm@PmAT_BV{Ab@XJJNPVb@Zf@b@j@i@lAk@vAg@hAKR[v@c@pAb@~@Zn@BHRb@HTNVLVLVTfAj@Sk@RESOs@MWMWOWIUSc@CI[o@c@_AGReAvCg@zAg@|AMZM\]v@q@fBGLZl@P[QZ[m@FMPg@^_A\w@L]L[f@}Af@{ATk@
WF2 0GU,40,802,R H Binks And Sons → Methodist Church → BP Manor Service Station → St Michaels Church → R H Binks And Sons,3,1331,258,4min,gm{fI`blHNaBg@iDCQIs@AE]cCZNJ@ZDZ@L?n@Al@AR_@f@dAOZGN_AMw@pCa@lCWzCMhAy@BeAZWTUV}@p@}@f@AI{DbAGXNfANTHFFn@Go@IGOUOgAFYtA_@dBc@@H|@g@|@q@TWVUdA[x@CLiAFy@
WF2 0GU,40,803,Ramada → Shell Select → Holiday Inn → DVSA Wakefield Test Center → Ramada,3,2903,480,8min,u}sfIhxmH??EBMSCCEEQWAKScAIHEDOHEBEFEDIPANEN?\?B?HBRH\DLFNVf@HN^j@VPLDD@B?B?NEzCuHPg@Rc@JS`@w@@[Ea@BS@CHU@C??RATZIPWj@Kb@q@xBXnAp@~BPl@DHZi@DCHDZRNFDCJQJOb@m@FQDO}@a@??Fo@bA^EVGXENGPc@l@KNKPEBEJs@`A]aAEIQm@q@_CYoAG[?K@QJS`@w@TWVk@HQb@iAD_@\_ABQA_@q@gAw@m@KEMGo@_@e@e@[_@SU_@m@KMEECAKCIDK@KEGIGMCQEUAMEIKU{BaCo@{@IVKZYp@mA~FnB~AUfAABC@C@MD@^?D?BGTDO@E?C?EA_@LEBABA@CTgAoB_BlA_GXq@J[HWn@z@zB`CLJD@D?LEDAJEF?B?HF@BDHDN@RAPEPGLIDK@OFEHEJ{AbHKd@SdAI`@Gd@Kx@CXKfAA`@?LBNBP??FTBBLDH@F@D?NIDEHIRbA@JPVDDBBLRDC??
WF2 0GU,40,804,Restyle Fitness → China And Thai Express → BP Manor Service Station → East Ardsley Express → Restyle Fitness,3,1512,309,5min,gn{fInrkHD@Cd@ZDZ@L?n@Al@AUp@EPw@pCa@lC[yBKo@CQKy@]cCZNJ@ZDZ@L?n@Al@AR_@f@dAOZGN_AMw@pCa@lCg@iDCQKy@]cCg@a@[Yk@c@WOQK]O_@OoAm@UKqBe@@TJrAJpAKqAKsAAUfAVh@LTJnAl@^N\NPJVNj@b@ZXf@`@ZNJ@Be@EA
WF2 0GU,40,805,Royal Spice → The Glynn Living → The Wren Cafe → Hong Kong Vegan → Royal Spice,3,2985,372,6min,_uvfIdbgHF[Ls@NG`@Wb@c@fCyCPl@Dd@F^FLJLHLJZ[ZZ[K[IMKMGMG_@Ee@Qm@q@v@uA`Bc@b@a@VOFMr@Or@Gh@?f@B^J^Tn@FNLZRp@Jb@DX@l@@p@@`@@L?NHv@L`A@JB\@Z?r@Ad@En@Gl@WdBG\KhAMt@QUu@w@WQEr@Qb@Wp@ELQb@Sj@K^qAdFIREHG@I?ECKIU]g@w@KMo@WYMQKQn@I^A@Mz@o@|DY[[U}@a@GC}@a@]OQIOOcAaBS[e@s@]g@u@kAk@{@[YaBqA}@o@k@_@]UUO_CeBvB{Cr@_Ar@w@l@e@n@a@dBcADAt@g@b@Yp@_@d@UTMrBcAtBmAJI^Qh@UdBi@TORQVYz@}@\Yr@]ZETCp@A`@?\?`@EZOMr@GZ
WF2 0GU,40,806,Shawfold Cars → Village Stores → Outwood Primary Academy Kirkhamgate → The Star Inn → Shawfold Cars,3,1750,317,5min,wcwfIdanHEg@EWKWq@j@_@V]TQHc@TIDOFqBdA_@wBm@\OH|@g@^vBe@b@URw@v@Mc@Om@]}CE]Kq@SyACK?AOkA_@qCcAf@[yAJIKHZxAbAg@^pCNlABJRxAJp@D\\|CNl@Lb@yAzAi@l@ORs@aAKMAu@F]?IOs@Nr@?HG\@t@~@nANSh@m@xA{Av@w@TSd@c@pBeANGHEb@UPI\U^Wp@k@JVDVDf@
WF2 0GU,40,807,Shell Select → Holiday Inn → Total Fitness → Toyota Vantage → Shell Select,3,3239,558,9min,_usfIzlmH??RATZIPWj@Kb@q@xBXnAp@~BPl@DHZi@DCHDZRNFDCJQJOb@m@FQDO}@a@??Fo@bA^EVGXENGPc@l@KNKPEBEJs@`A]aAEIQm@q@_CYoAG[?K@QJS`@w@TWVk@HQb@iAD_@\_ABQA_@q@gAw@m@KEMGo@_@e@e@[_@SU_@m@KMEECAKCIDK@OFEHEJ{AbHKd@SdAI`@Gd@Kx@CXKfAA`@?LBNBP??FTBBLDH@F@D?NIDEHILOLUFIPa@Pg@DMDMFWPo@@KNq@ViAD]DIDIHIAOAECC_@Y_Aw@~ApABB@D@NCNGNABEHGLWhAOp@AJQn@GVELELQf@Q`@GHMTMNIHEDOHEBEFEDIPANENGHWFECIIEMCOAQBQDOBCJ[BMBMBM@a@JgABYJy@Fe@Ha@ReAJe@zAcH@K?G?EAa@CQ?QBQHWDAJEF?B?HF@BDHDN@RBX@LBJFV^l@RTZ^d@d@n@^PeAHM\KHYNm@BETmADMB?BB@DYtABOTeAAECCC?ELUlACDOl@IX]JILQdALFJDv@l@TJb@Fn@OSz@Qb@[z@[x@c@hAIPWj@Kb@q@xBG[?K@QJS`@w@@[Ea@BS@CHU@C
WF2 0GU,40,808,Shine hand car wash → Toyota Vantage → Total Fitness → Ramada → Shine hand car wash,3,2160,416,6min,mrsfIzmmHKXQJSYHQb@iAD_@\_ABQA_@q@gAw@m@KEMGPeAHM\KHYNm@BETmADMB?BB@DYtABOTeAAECCC?ELUlACDOl@IX]JILQdAo@_@e@e@[_@SU_@m@KMEECAKCIDK@OFEHEJ{AbHKd@SdAI`@Gd@Kx@CXKfAA`@?LBNBP??FTBBLDH@F@D?NIDEHILOLUFIPa@Pg@DMDMFWPo@@KNq@ViAD]DIDIHIAOAECC_@Y_Aw@~ApABB@D@NCNGNABEHGLWhAOp@AJQn@GVELELQf@Q`@GHMTMNRbAb@eADCb@j@DHEL[bA??EBMSCCEEQWAKScAIHEDOHEBEFEDIPANEN?\?B?HBRH\DLFNVf@HN^j@VPLDD@B?B?NEzCuHPg@Rc@JS`@w@TWVk@HQb@iAHLH^O`@
WF2 0GU,40,809,Silcoates School → Wrenthorpe Post Office → Wrenthorpe Park & Alverthorpe Meadows → Hall Cliffe Primary School → Silcoates School,3,8799,1101,18min,ihvfIvciHe@rA?L?FFNJPb@iABGBADADBDHBJ?@?F_B`EELAJAL@L?B@DFHFBDFBHFLDHDHBL@LAPA|@CZAXIhAGrACXCNMPOa@U_@}@aBS_@Wc@y@gAw@eAw@aAsAiBaAwAS[AC_@o@e@q@IMMg@Mm@Gi@G}@EkB^MXSNSLUV}@DKn@qCPq@Tm@n@eBX}@\yALu@JiAF]VeBFm@Do@@e@?s@A[C]AKMaAIw@?OAMAa@Aq@Am@EYKc@Sq@M[GOUo@K_@C_@?g@Fi@Ns@Ls@NG`@Wb@c@fCyCb@g@jAoA|BcCNMxAwAh@m@V[T_@d@iAVk@d@aBT}@\{A^uA|@uC\cAPo@H[F_@BSN@L@J?HADCDGb@i@FGFI@EFIHQJYDQBUFq@@M@M@MBc@H@F?B?@?L@N?VAJAJARCLEPERGDCHCJGLININKFEFGFELO@A^]^]b@c@z@{@`AcAZYb@e@NO|A_BFE@AdAgAr@s@r@u@JEHEn@Al@@hBALAN?F?FBLL@DNPDFNRRRV\VZI`@ADCJAFOp@i@zBWjAOnAO`AYhAMb@a@|AMx@@j@NrAPdAHl@@BJn@VtB@D@FH`AHlA?J@j@@x@AbAIdAIz@Kn@]~AUx@Kb@Ij@IAMBmBjBUTEBCD]\w@bAGLGLwAhCy@jAILg@p@mAdBKN[`@MVi@z@e@`Ag@jA]j@Yn@]n@k@x@[^a@h@g@f@UR??TSf@g@V|@`@vAVz@Tz@Tr@Td@PVRRRLXLXBX?f@Od@M^MTKr@Sb@Q^M^Mf@Oh@OnA_@VIVGpBm@|Ac@OxAAJEf@g@jCKf@OfAiAzHGn@Ml@a@tB[~Aq@~Cq@zBCFSn@Uj@]~@Ul@Ob@i@lAk@vAg@hAKR[v@c@pAGReAvCg@zAg@|AMZM\]v@q@fBGL_@`As@fBs@hBwBvE}BrGW~@q@`Ce@rBW|@Qh@Wb@[^q@h@eBzA_AbAc@h@cAlBCHsAeC]u@k@qAQ]qAoCIQ{@eBQi@GUkCgKyAsFIc@Ec@Ee@CcAGmFAiAAUC{AEeFE{C?I?{A?sBL?ZXXB@?[C[YM??iB?u@?e@CoACq@Ee@HLd@p@^n@@BRZ`AvArAhBv@`Av@dAx@fAVb@R^Vg@Dw@?s@?GFWFMPi@HQBQ?KESAG?E?KF]DYNa@`@eAKQGO?G?Md@sA
WF2 0GU,40,810,Silkwood Farm → Total Fitness → DVSA Wakefield Test Center → Shell Select → Silkwood Farm,3,4103,632,10min,katfIj_mHQ`A][WSMn@oB_BlA_GXq@J[HWn@z@zB`CLJD@D?LEDAJEF?B?HF@BDHDN@RAPEPGLIDK@OFEHEJ{AbHKd@SdAI`@Gd@Kx@CXKfAA`@?LBNBP??FTBBLDH@F@D?NIDEHILOLUFIPa@Pg@DMDMFWPo@@KNq@ViAD]DIDIHIAOAECC_@Y_Aw@~ApABB@D@NCNGNABEHGLWhAOp@AJQn@GVELELQf@Q`@GHMTMNIHEDOHEBEFEDIPANENGHWFECIIEMCOAQBQDOBCJ[BMBMBM@a@JgABYJy@Fe@Ha@ReAJe@zAcH@K?G?EAa@CQEUAMEIKU{BaCo@{@IVKZYp@mA~FnB~AUfAABC@C@MD@^?D?BGTDO@E?C?EA_@LEBABA@CTgAoB_BlA_GXq@J[HWn@z@zB`CLJD@D?LEDAJEF?B?HF@BDHDN@RAPEPGLIDK@OFEHEJ{AbHKd@SdAI`@Gd@Kx@CXKfAA`@?LBNBP??FTBBDJBN?PANEN?\?B?HBRH\DLFNVf@HN^j@VPLDD@B?B?NEzCuHPg@Rc@JS`@w@@[Ea@BS@CHU@C??RATZb@iAD_@\_ABQA_@q@gAw@m@KEMGo@_@e@e@[_@SU_@m@KMEECAKCIDK@KEGIGMCQEUAMEIKU{BaCo@{@IVKZYp@mA~FnB~ALo@VR\ZPaA
WF2 0GU,40,811,Spot on Dog Grooming → Declans → Pinderfields Hospital PRU → St Annes → Spot on Dog Grooming,3,1707,312,5min,yywfIxehHy@m@k@_@]UUO_CeBqA_Ak@_@IIZyAGOIUHTFN[xAHHj@^pA~@l@b@pA`ATN\Tj@^|@n@`BpAZXj@z@Z_AXcAb@_BBILLl@j@??m@k@MMCHc@~AYbA[~@t@jA\f@d@r@RZj@~@V`@NNPH\N|@`@FB|@`@MjANFOGLkA}@a@GC}@a@]OQIOOcAaBS[e@s@]g@u@kAk@{@[YaBqACA
WF2 0GU,40,812,Spring Mill Golf Course → JB's Cafe & Bistro → Ossett Flushdyke Junior and Infant School → Ramada → Spring Mill Golf Course,3,10482,1027,17min,ovsfIncpHi@}BEOGKIIKEIAIAIDIJiCbDg@t@SVo@j@gAlAi@x@_@p@]LyBeAJ_CJmF?i@AWAOKYUq@U_@TRz@XAf@EzA\EHLH?H{@FWJg@@qBEGa@D]?CbBAf@GDI?GAIGUq@U_@mAqAc@OQAQ?_@LURW\O\Mj@I|@Bx@Dd@X`@RLRAPGLQJUlA{DJa@p@sBt@aBzDkIFMP_@VaADg@?c@A]E[G]Ia@IOGYG]A[AW?W@wD@y@@[@YD]H[Rg@POPMLINEP@RBTLVXJXFVDVDX@\?ZAtDA|@AZA\ETW~@MZa@fAcAxBkAjCkDhHq@zAq@nBy@bDWvAAFW|AQ`BQjBGlAIdCEvCGnEQnLIdCSvC_@|De@vCg@tBs@dCqAvCwL`SwBhDmDxF{AhCiBbD{@lBoB`Fq@xBe@xBg@xCYpCKzAG`BChCD|BRlDXrCj@`Ev@bDr@tCLRLHP@HCVAJ@FBFFFJFVBLFf@@H?PAPEPELIHGDGBk@EEAGEGGEKEMCS?U?]UmAaAmDq@cDm@eE[sCSoDCu@AiA@kCDcBJ}AToCd@_Dh@qBp@cCvBuFx@kBbBkDrAgChHiL`H}KnCoErAyCr@uBj@wBf@uCd@uDRuCHoCNkLDwBFwFJ}BZcEP}Ah@_Dt@_DJa@p@sBt@aBzDkIFMP_@VaADg@?c@A]E[G]Ia@IOGYG]A[AW?W@wD@y@@[@YD]H[Rg@`@sAtA}DBW\aAFOBQ@O?G?MAECGmAeBKQQe@CIIUIa@EMCMECIIEMCOAQBQDOBCDEHEH?HDBDBBLDH@F@D?NIDEHIRbAb@eADCb@j@DHEL[bA??EBMSCCEEQWAKScAIHEDOHEBEFEDIPANEN?\?B?HBRH\DLFNVf@HN^j@VPLDD@B?B?NEzCuHRMVCXnAp@~BPl@DH\`ARh@j@|ArCnHJ\z@~CX`AjAfFBNz@pEbBjMZdCTxA[Ju@b@C@ELEDUV{@r@SLM@_@JODEBEB[VQZiAzBCFa@n@k@t@IJIDKPQ`@Yl@EFEFOFA?KCaA}AWg@GQGWWkA
WF2 0GU,40,813,St Annes → Pinderfields Hospital PRU → Wrenthorpe Methodist Church → The Well Church (Elim Pentecostal) → St Annes,3,1364,282,4min,qnwfIfshHk@_AS[e@s@]g@u@kAZ_AXcAb@_BBILLl@j@??m@k@MMCHc@~AYbA[~@t@jA\f@d@r@RZbA`BNNPH\N|@`@FBFYb@eATy@Ux@O\Sf@GX|@`@ZTXZFHf@TzB^MNWNINKZI\ITi@XMNEPG^EZOEQCG?USMOReADUj@cDGIY[[U}@a@GC}@a@]OQIOOWa@
WF2 0GU,40,814,St Michaels Church → R H Binks And Sons → The Dental Studio → Methodist Church → St Michaels Church,3,2357,336,5min,oz{fIfllHdBc@@H|@g@|@q@TWVUdA[x@CLiAFy@NaB`@mCv@qCDQTq@R_@f@dAWj@_AMw@pCa@lCWzCMhAEt@ARGdACn@Cp@Cz@Cv@AxA?TC`E?FCnD?FElBGjAEd@Q|@EH\jA]kADIP}@De@FkADuBBoD?GBaE?U@yABw@B{@Bq@Bo@FeA@SDu@LiAV{Cg@iDCQIs@AE]cCZNJ@ZDZ@L?n@Al@AUp@EPw@pCa@lCWzCMhAy@BeAZWTUV}@p@}@f@AIeBb@
WF2 0GU,40,815,Sun Bo → Blue Marlin Fisheries → Mill View Stores → Kylies Sandwich Bar & Custom Cakes → Sun Bo,3,1363,309,5min,_aufIjxiHd@v@FDGRKR[o@c@_AGReAvCg@zAGIWKVJFHJWZcAdAwCFSb@~@Zn@BHRb@HTNVLVLVTfAj@Sk@RESOs@MWMWOWIUSc@CI[o@c@_AGReAvCg@zAg@|AMZM\]v@q@fBGLZl@P[QZ[m@FMPg@^_A\w@L]L[f@}Af@{AdAwCFSb@~@Zn@JSFSGEe@w@
WF2 0GU,40,816,Sunnyhill Stores → Jerry Clay Academy → Hall Cliffe Primary School → Wrenthorpe Dental Care → Sunnyhill Stores,3,3489,507,8min,i{vfIlpjH??^QGmFAiAAUC{AEeFE{C?I?{A?sB?iB?u@?e@CoACq@Ee@Mg@g@f@GDSPEBYRGFGHMX[t@]v@aBnD_@x@KTQd@a@x@Sb@EJEJUj@a@`AkFtLyHfQdAnBl@hAFNDL@L?NCHGNQd@Pe@FOBI?OAMEMGOm@iAeAoBxHgQjFuL`@aAZw@DKRc@`@y@Pe@JU^y@`BoD\w@Zu@LYFIFGXSDCRQFEf@g@Lf@Dd@Bp@BnA?d@?t@?hBL?ZXXB@?[C[YM??iB?u@?e@CoACq@Ee@Mg@Mm@Gi@WDYFI@kARLA|@QHAXGVEFh@Ll@Lf@Dd@Bp@BnA?d@?t@?hB?rB?zA?HDzCDdFBzA@T@hAFlF_@P??
WF2 0GU,40,817,Tania's Barbershop → Methodist Church → BP Manor Service Station → St Michaels Church → Tania's Barbershop,3,1331,258,4min,cm{fIhalHJiAg@iDCQIs@AE]cCZNJ@ZDZ@L?n@Al@AR_@f@dAOZGN_AMw@pCa@lCWzCMhAy@BeAZWTUV}@p@}@f@AI{DbAGXNfANTHFFn@Go@IGOUOgAFYtA_@dBc@@H|@g@|@q@TWVUdA[x@CLiAJqA
WF2 0GU,40,818,Tardis → West Yorkshire Police Learning & Development Centre → Cardigan House → Carr Gate Garden Centre → Tardis,3,12473,823,13min,_vyfItzjH??BBJCJAFABG?IEmAh@OKgDAS?Q?Q?Q@QFaB?Q?MEWOIGCI?ODeCnDg@h@g@b@cAp@iB`ASJIDGHIHEHCHYlA?BCvA?P@P@RDRThAf@~Br@|CnB|INn@bApEj@fCR|@vAlGtAxDbCzFbCdFbAjBb@x@bAjBnCrD|CfEjDpDxFdFfMjJzBxA`CrAtBfAtDrBtG`Dn@R~FjBlGhAdE\xDDvEOnE[hOcClImApBYzRuF^OZSPMNQNUj@{ARg@POPMLINEP@RBTLVXJXFVDVDX@\?ZAtDA|@AZA\ETW~@MZk@Va@@OCWOMOMUIOi@w@a@So@E{Lh@qAFsFj@sInAeOdCoE`@cFJwDImE]eGaAaGiBs@W_HeDkDqBuBiAcCcB}B_BqFsDiF{DkFqEoD{DaDeE}BqDmAkBc@y@wAuCoEsJuBoF_AqCo@wA_AuCqA}DOc@}BiHwAmEQa@Uu@K]MYKWGMGKGIGIGGEEMIOKc@SEAc@e@OUGQEOEQAMAOAQ?S@O@O?GDQFWFWFOFMrAuBHKFGFGHGHGJCHAH?H?H@JDt@NZLPBLBR@NANCLEJGZSjAy@`A_A`AkAb@o@pB}CbCqDFM^_AVe@L_@FYDY@W@YAYMoAe@P[Hi@Tk@Vg@Re@RiAd@EBIDqBx@qAh@gCfA}@^kBn@e@Rq@l@Wz@a@dBZt@Vj@r@yA??s@xAWk@[u@`@eBV{@p@m@d@SjBo@|@_@fCgApAi@pBy@HEDChAe@d@Sf@Sj@Wh@UZId@QEo@?_@BYDc@FYJa@R_@PS^YjBcAj@YPIrBkAnB_APIJf@@L?LENc@n@W`@W`@SXo@jASZ}@dBgBjD{@xAw@~@}EnHOTa@n@J`@BNDV?L?PG`BAP?P?P?P@RJfDi@NDlA?HCFG@K@KBCC??
WF2 0GU,40,819,The Bay Horse → Main Street Fisheries → China And Thai Express → East Ardsley Express → The Bay Horse,3,1546,341,5min,qh{fInqkHPRMVS^Up@EPw@pCa@lCg@iDCQKy@]cCZNJ@Be@a@M??`@LCd@ZDZ@L?n@Al@AUp@EPw@pCa@lC[yBKo@CQKy@]cCg@a@[Yk@c@WOQK]O_@OoAm@UKqBe@@TJrAJpAKqAKsAAUfAVh@LTJnAl@^N\NPJVNj@b@ZXf@`@ZNJ@ZDZ@L?n@Al@AR_@LWQS
