postcode	placeId	name	latitude	longitude	types	vicinity	source
S7	osm_1034787261	11:11:00	53.3660322	-1.5073975	beauty	Ecclesall Road	osm
S7	osm_335826365	35th Sheffield Scout Group (St. Oswalds)	53.355309	-1.4904498	scout_hut		osm
S7	osm_234589375	765 Dental Care	53.3532534	-1.4859484	dentist	Abbeydale Road	osm
S7	osm_169825477	Abbey Friar	53.3463712	-1.49665	fast_food	Abbeydale Road	osm
S7	osm_97857581	Abbey Hand Car Wash	53.3562034	-1.484829	car_wash	Abbeydale Road	osm
S7	osm_6169238229	Abbey Lane Post Office	53.3390472	-1.4824464	post_office	Abbey Lane	osm
S7	osm_169907493	Abbey Lane Primary School	53.3381031	-1.4851041	school	Sheffield	osm
S7	osm_107059759	Abbey Lane Surgery	53.3390989	-1.4831171	doctors		osm
S7	osm_137534572	Abbeydale DIY & Door Centre	53.3567193	-1.4842777	doityourself	Abbeydale Road	osm
S7	osm_249762933	Abbeydale Pharmacy	53.3546684	-1.4854171	pharmacy	Abbeydale Road	osm
S7	osm_225004554	Abbeydale Shoe Repairs	53.3463506	-1.4966945	Shoe repairs & key cutting	Abbeydale Road	osm
S7	osm_228865000	Abbeydale Supermarket	53.3535347	-1.4857966	convenience	Abbeydale Road	osm
S7	osm_237397373	Abbeymoor Veterinary Centre	53.3390526	-1.4826106	veterinary		osm
S7	osm_137534587	Abbott's Cookshop	53.3566889	-1.4843147	kitchen	Abbeydale Road	osm
S7	osm_101521231	All Saints Hall	53.3572284	-1.5117079	community_centre	Ringinglow Road	osm
S7	osm_9532315068	Alter	53.3665179	-1.5067149	clothes		osm
S7	osm_1265232237	A.M. News	53.3544885	-1.4854563	newsagent	Abbeydale Road	osm
S7	osm_11559431272	Amazon Locker - Pumpkin	53.3645466	-1.5072014	parcel_locker		osm
S7	osm_11559425667	Amazon Locker - valentine	53.363222	-1.5086415	parcel_locker		osm
S7	osm_1034567302	Andrew Boyden-Hare	53.3554305	-1.5265158	optician	Ringinglow Road	osm
S7	osm_1034567315	Andrew Jones Acupuncture & Massage Clinic	53.3549594	-1.5265172	clinic	Ringinglow Road	osm
S7	osm_1258873982	Apollo Interiors	53.3385895	-1.4824166	kitchen	Meadowhead	osm
S7	osm_212403862	Archer Road Beer Stop	53.3489007	-1.4869166	alcohol	Archer Road	osm
S7	osm_172529184	Archer Road MOT Centre	53.3502717	-1.488802	car_repair		osm
S7	osm_1044349422	Away We Go	53.3534009	-1.5014764	cafe	Montrose Road	osm
S7	osm_1225522400	Badmaash Bites	53.3535918	-1.4857739	restaurant	Abbeydale Road	osm
S7	osm_1047311174	Banner Cross Garage	53.3617412	-1.5102962	car_repair	Murray Road	osm
S7	osm_1036613985	Banner Cross Health Hub	53.362247	-1.5085415	pharmacy		osm
S7	osm_100484152	Banner Cross Methodist Church	53.3602507	-1.5086187	place_of_worship	Ecclesall Road South	osm
S7	osm_1024363300	Banner Cross News	53.3610399	-1.5079731	newsagent	Ecclesall Road	osm
S7	osm_1115605316	Banner Cross Pharmacy	53.356284	-1.5109258	pharmacy	Ecclesall Road South	osm
S7	osm_1024363297	Banner Cross Post Office	53.3609022	-1.5079074	post_office	Ecclesall Road	osm
S7	osm_1027444387	Banner Cross Shoe Shop	53.3610753	-1.5084809	shoes		osm
S7	osm_1027444388	Banner Crust	53.3611305	-1.5084996	bakery	Ecclesall Road	osm
S7	osm_32447037	Barbers Field	53.3435029	-1.4819385	park		osm
S7	osm_832022571	Barmouth Court Antiques Centre	53.3534318	-1.4881433	antiques		osm
S7	osm_232923055	Batty's	53.3428021	-1.4782366	butcher	Chesterfield Road	osm
S7	osm_13186765501	Bean Blvd	53.3606718	-1.5082539	cafe	Ecclesall Road	osm
S7	osm_1041664531	Beautiful Nails	53.3641138	-1.5082722	beauty	Ecclesall Road	osm
S7	osm_1265069216	Bench.	53.3592101	-1.487761	restaurant	Nether Edge Road	osm
S7	osm_168832813	Bensons for Beds	53.3471057	-1.4897115	bed	Archer Road Retail Park	osm
S7	osm_112349124	Bents Green Methodist Church	53.3547968	-1.5269894	place_of_worship		osm
S7	osm_12986656794	Beyond Nails & Beauty	53.3682411	-1.5247508	beauty	Oakbrook Road	osm
S7	osm_237675306	Big Tree	53.3411081	-1.4790678	pub	Chesterfield Road	osm
S7	osm_100650712	Bingham Park	53.3655279	-1.5192315	park		osm
S7	osm_906997713	Bishops Caribbean Bistro	53.3519103	-1.4669485	restaurant	Lees Hall Avenue	osm
S7	osm_95697054	Bishop's House	53.3513067	-1.4702685	museum	Norton Lees Lane	osm
S7	osm_237014967	Blood lust	53.3437744	-1.4783218	tattoo		osm
S7	osm_234164612	Bloom Sheffield	53.3453694	-1.4782521	community_centre	Chesterfield Road	osm
S7	osm_9532315070	Bloomcore	53.3665736	-1.5066795	florist		osm
S7	osm_1265232234	Bloomers	53.3543662	-1.4854817	cafe	Abbeydale Road	osm
S7	osm_2513077205	Blooms	53.33913	-1.4835525	florist	Abbey Lane	osm
S7	osm_240649338	Blue Car School of Motoring	53.3435576	-1.4717657	driving_school	Cavill Road	osm
S7	osm_107056060	Blue Cross Pet Clinic	53.3459463	-1.4946235	veterinary		osm
S7	osm_7096530790	Borgo Antica Osteria	53.3681568	-1.521412	restaurant	Oakbrook Road	osm
S7	osm_1067642421	Boudoir Hair	53.3715019	-1.5220574	hairdresser	Fulwood Road	osm
S7	osm_173291041	Braids	53.3571243	-1.4837456	hairdresser	Abbeydale Road	osm
S7	osm_170398879	Bramdale Fireplaces	53.3463471	-1.4792438	hardware		osm
S7	osm_107056049	Bretheren's Meeting Room	53.345371	-1.4945217	place_of_worship		osm
S7	osm_107058682	Brewmart	53.3393281	-1.4837844	brewing_supplies		osm
S7	osm_361249240	Brindley Meeting Rooms	53.3479988	-1.4698507	community_centre		osm
