Postcode	Duration (min)	Route Index	Name	Description	Waypoint Count	Waypoint 1	Waypoint 2	Waypoint 3	Distance (m)	Duration (sec)	Polyline	Actual Duration (min)	Timing source
WF2 0GU	60	1			3	Alverthorpe & Wrenthorpe Meadows LNR (WF2 0GU)	Silcoates School (WF2 0GU)	Conroyds Fish and Chips (WF2 0GU)	8644	6483	cnufIlxgHTSf@g@V|@`@vAVz@Tz@Tr@Td@PVRRRLXLXBX?f@OFbAV|DJpAo@QmCe@KE??JDlCd@n@P~@V`Cj@\cABEJ[Ha@Ho@Dg@@k@?q@QqCIaAh@OnA_@VIVGpBm@|Ac@OxAAJEf@g@jCKf@OfAiAzHGn@Ml@a@tB[~Aq@~Cq@zBCFSn@Uj@]~@Ul@Ob@i@lAk@vAg@hAKR[v@c@pAGReAvCg@zAg@|AMZM\]v@q@fBGL_@`As@fBs@hBwBvE}BrGW~@q@`Ce@rBW|@Qh@Wb@[^q@h@eBzA_AbAc@h@cAlBCHsAeC]u@k@qAQ]qAoCIQFSn@_GTaCN{Cd@cR@MJkARuA@UFa@Dk@D]BS@U?[C[GSOa@U_@}@aBVg@Dw@?s@?GFWFMPi@HQBQ?KESAG?E?KF]DYNa@`@eAKQGO?G?Md@sA??e@rA?L?FFNJPb@iABGBADADBDHBJ?@?F_B`EELAJAL@L?B@DFHFBDFBHFLDHDHBL@LAPA|@CZAXIhAGrACXCNMPOa@U_@}@aBS_@Wc@y@gAw@eAw@aAsAiBaAwAS[AC_@o@e@q@IMMg@Mm@Gi@G}@EkB^MXSNSLUV}@DKx@oDFSTm@n@eBX}@\yALu@JiAF]VeBFm@Do@@e@?s@A[C]AKMaAIw@?OAMAa@Aq@Am@EYKc@Sq@M[GOUo@K_@C_@?g@Fi@Ns@Ls@NG`@Wb@c@fCyCb@g@jAoA|BcCNMxAwAh@m@V[T_@d@iAVk@d@aBT}@\{A^uA|@uC\cAPo@H[F_@BSN@L@J?HADCDGb@i@FGFI@EFIHQJYDQBUFq@@M@M@MBc@H@F?B?@?L@N?VAJAJARCLEPERGDCHCJGLININKFEFGFELO@A^]^]b@c@z@{@`AcAZYb@e@NO|A_BFE@AdAgAr@s@r@u@JEHEn@Al@@hBALAN?F?FBLL@DNPDFNRRRV\VZI`@ADCJAFOp@i@zBWjAOnAO`AYhAMb@a@|AMx@@j@NrAPdAHl@@BJn@VtB@D@FH`AHlA?J@j@@x@AbAIdAIz@Kn@]~AUx@Kb@Ij@IAMBmBjBUTEBCD]\w@bAGLGLwAhCy@jAILg@p@mAdBKN[`@MVi@z@e@`Ag@jA]j@Yn@]n@k@x@[^a@h@g@f@UR	108	OSRM
WF2 0GU	20	1			3	The Wren Cafe (WF2 0GU)	The New Pot Oil (WF2 0GU)	Wrenthorpe Methodist Church (WF2 0GU)	1833	1375	_xvfItqhHo@pCEJW|@MTORYR_@LODYHI@UBc@E{B_@g@UGIn@}DL{@@AH_@Po@PJXLn@VJLf@v@T\JHDBH?FADIHSpAeFJ_@Rk@Pc@DMVq@Pc@Ds@VPt@v@PT]xAY|@o@dBUl@aAbEEJW|@MTORYR_@LODIBODI@UBc@E{B_@g@UGIY[[U}@a@FYb@eATy@Ux@O\Sf@GX|@`@ZTXZFHf@TzB^b@DTCHAXINE^MXSNSLUV}@DKn@qC	22	OSRM
WF2 0GU	20	1			3	The Well Church (Elim Pentecostal) (WF2 0GU)	Wrenthorpe Post Office (WF2 0GU)	Hall Cliffe Primary School (WF2 0GU)	1655	1241	{|vfI|~hHCSEkBODYHI@UBc@EMNWNINKZI\ITi@XMNEPG^EZOEQCG?USMOReADUj@cDGIn@}DL{@@AH_@Po@Je@Jo@Fa@D[@IDUFg@BSBMD[F]BUFc@@EJg@BIPRNFTJNFTFN?F@xCBX@VPt@v@PT]xAY|@o@dBUl@Qp@o@pCEJW|@MTORYR_@LDjBF|@Fh@Ll@Lf@Dd@Bp@BnA?d@?t@?hBL?ZXZBA?YC[YM??iB?u@?e@CoACq@Ee@Mg@Mm@Gi@Ci@	20	OSRM
WF2 0GU	20	1			3	The Well Church (Elim Pentecostal) (WF2 0GU)	Wrenthorpe Post Office (WF2 0GU)	Wrenthorpe Methodist Church (WF2 0GU)	1880	1410	k~vfIt`iH@?XGVEG}@EkBODYHI@UBc@EMNWNINKZI\ITi@XMNEPG^EZOEQCG?USMOReADUj@cDGIn@}DL{@@AH_@Po@Je@Jo@Fa@D[@IDUFg@BSBMD[F]BUFc@@EJg@BIPRNFTJNFTFN?F@xCBX@VPt@v@PT]xAY|@o@dBUl@Qp@o@pCEJW|@MTORYR_@LODYHI@UBc@E{B_@g@UGIY[[U}@a@FYb@eATy@Ux@O\Sf@GX|@`@ZTXZFHf@TzB^b@DTCHAXINEDjBF|@WDYFA?	23	OSRM
WF2 0GU	20	1			3	The New Albion (WF2 0GU)	The Blue Light (WF2 0GU)	West Villa (WF2 0GU)	1538	1154	__ufIjuiHCj@APAPCl@E^GRKRBHRb@U`@CCAAGJ??FK@@BBTa@Sc@}AlCu@rAIHHVN`@ADCDSRRSBE@EYy@HIt@sA|AmCCI[o@c@_Ab@qAZw@JSf@iAj@wAh@mANc@Tm@\_ATk@Ro@BGp@{BwA_Bx@qCnApAMn@c@nBq@zBCFSn@Uj@]~@Ul@Ob@i@lAk@vAg@hAKR[v@c@pAb@~@Zn@JSFSD_@Bm@@Q@QBk@	19	OSRM
WF2 0GU	20	1			3	Pizza Ferrara (WF2 0GU)	Al Fresco (WF2 0GU)	Alverthorpe St Paul's CofE (VA) School (WF2 0GU)	1974	1480	cbufI`_jH`AeBCI[o@c@_AGReAvCg@zA_@hAGRMZM\Nl@Rz@S{@Om@L]L[f@}Af@{AdAwCFSb@~@Zn@JSFSD_@Bm@@Q@QBk@?Q@UBy@Cx@ATC|@APAPCl@E^GRKR[o@c@_Ab@qAZw@MUKKQIQG[IQCSGMEQKY[g@g@SWy@oAGEKCQl@c@`AEd@Er@ETIVKXERGTEX@\Ap@AXGVILDZBV?R@RGd@A\CTCBC?B???BCBU@]Fe@AS?SCWE[HMFW@Y@q@A]DYFUDSJYHWDUDs@De@b@aAPm@JBFDx@nARVf@f@XZPJLDRFPBZHPFPHJJLT[v@c@pAb@~@Zn@BHaAdB	24	OSRM
WF2 0GU	15	1			3	Sun Bo (WF2 0GU)	Kylies Sandwich Bar & Custom Cakes (WF2 0GU)	Mill View Stores (WF2 0GU)	1204	903	cdufI`bjHb@w@|AmCCIJSFSGEe@w@CEh@|@FDGRKR[o@c@_AGReAvCg@zAg@|AMZM\]v@_@~@Qf@GLZl@P[QZ[m@FMp@gB\w@L]L[f@}Af@{AdAwCFSb@~@Zn@BHRb@HTNVLVLVNr@DRj@Sk@RUgAMWMWOWIUSc@}AlCc@v@	15	OSRM
WF2 0GU	20	1			3	Pizza Ferrara (WF2 0GU)	Alverthorpe Conservative Club (WF2 0GU)	NAV Mini Market (WF2 0GU)	1723	1292	unufId`jHBCBU@]Fe@AS?SCWE[HMFW@Y@q@A]DYFUDSJYHWDUDs@De@b@aAPm@JBFDx@nARVf@f@XZPJLDRFPBZHPFPHJJLT[v@c@pAGReAvCg@zA_@hAGRMZM\Nl@Rz@S{@Om@L]L[f@}Af@{AdAwCFSb@~@Zn@BH}AlCOSNRZg@`AeBCI[o@c@_Ab@qAZw@MUKK??QIQG[IQCSGMEQKY[g@g@SWy@oAGEKCQl@c@`AEd@Er@ETIVKXERGTEX@\Ap@AXGVILDZBV?R@RGd@A\CTCB	21	OSRM
WF2 0GU	20	1			3	The Eagle (WF2 0GU)	Flanshaw Lodge (WF2 0GU)	Mill View Stores (WF2 0GU)	1897	1423	kltfIdrjHjB\^Lh@XXLPBN@X?RCB?XKPKJIXQ@ARQDC??`@YRQXSPWZi@HOLW^u@FNHRDPDVUJmAhADd@L`@?@Mc@Ee@lAiATKEWEQISGO_@t@MVIN[h@QVYRSPa@X??EBSP[RKHQJYJC?SBY?OAQCYMi@Y_@M_Dm@c@Kc@MGAu@YQMKKi@g@QOUMMIUMOK_@YYa@Wg@[w@CIWe@CIKSGUQk@CIUgAMW|@aBH[CUMSLRBTIZ}@`BLVNr@DRBHPj@FTJRBHVd@BHZv@Vf@X`@^XNJTLLHTLPNh@f@JJPLt@XF@b@Lb@Jr@N	23	OSRM
WF2 0GU	60	1			3	Wrenthorpe Park & Alverthorpe Meadows (WF2 0GU)	Silcoates School (WF2 0GU)	NAV Mini Market (WF2 0GU)	7707	5780	_gufIjlhHJDlCd@n@PKqAW}DGcAg@NY?YCYMSMSSQWUe@Us@U{@W{@a@wAW}@g@f@UR??TSf@g@V|@`@vAVz@Tz@Tr@Td@PVRRRLXLXBX?f@Od@M^MTKr@Sb@Q^M^Mf@Oh@OnA_@VIVGpBm@|Ac@OxAAJEf@g@jCKf@OfAiAzHGn@Ml@a@tB[~Aq@~Cq@zBCFSn@Uj@]~@Ul@Ob@i@lAk@vAg@hAKR[v@c@pAGReAvCg@zAg@|AMZM\]v@q@fBGL_@`As@fBs@hBwBvE}BrGW~@q@`Ce@rBW|@Qh@Wb@[^q@h@eBzA_AbAc@h@cAlBCHsAeC]u@k@qAQ]qAoCIQFSn@_GTaCN{Cd@cR@MJkARuA@UFa@Dk@D]BS@U?[C[GSOa@U_@}@aBVg@Dw@?s@?GFWFMPi@HQBQ?KESAG?E?KF]DYNa@`@eAKQGO?G?Md@sA??e@rA?L?FFNJPb@iABGBADADBDHBJ?@?F_B`EELAJAL@L?B@DFHFBDFBHFLDHDHBL@LAPA|@CZAXIhAGrACXCNMPFRBZ?ZATCRE\Ej@G`@ATStAKjAALe@bROzCU`Co@~FGRHPpAnCP\j@pA\t@rAdCBIbAmBb@i@~@cAdB{Ap@i@Z_@Vc@Pi@V}@d@sBp@aCV_A|BsGvBwEr@iBr@gB^aAFMp@gB\w@L]L[f@}Af@{AdAwCFSb@qAZw@MUKK??QIQG[I@_@B]Dm@PmAT_BV{Ab@XJJNPVb@Zf@b@j@Nc@Tm@\_ATk@Ro@BGp@{Bp@_DZ_B`@uBLm@Fo@hA{HNgAJg@f@kCDg@@KNyA}Ab@qBl@WFWHoA^i@NH`APpC?p@Aj@Ef@In@I`@KZCD]bAaCk@_AWo@QmCe@KE	96	OSRM
WF2 0GU	30	1			3	Ossett Fire Station (WF2 0GU)	Silkwood Farm (WF2 0GU)	Total Fitness (WF2 0GU)	2488	1866	wktfIphmH^gBJHNJReAFUPJ@@@?@??CH_@??I^?BA?A?AAQKR_A@GVmAnB~ALo@VR\ZPaA??Q`A][WSMn@oB_BlA_GXq@J[HWn@z@zB`CLJD@D?LEDAJEF?B?HF@BDHDN@RAPEPGLIDK@OFEHEJ{AbHKd@SdAI`@Gd@Kx@CXKfAA`@?LBNBP??FTBBLDH@F@D?NIDEHILOLUFIPa@Pg@DMDMFWPo@@KNq@ViAD]DIDIHIAOAECC_BqA~@v@^XBB@D@NCNGNABEHGLWhAOp@AJQn@GVELELQf@Q`@GHMTMNIHEDOHEBEFEDIPANENGHWFECIIEMCOAQBQDOBCJ[BMBMBM@a@JgABYJy@Fe@Ha@ReAJe@zAcH@K?G?EAa@CQEUAMEIKU{BaCo@{@IVKZYp@mA~FWlAAFS~@GTSdAOKKI_@fB	31	OSRM
WF2 0GU	20	1			3	BP Manor Service Station (WF2 0GU)	Restyle Fitness (WF2 0GU)	China And Thai Express (WF2 0GU)	1540	1155	mxzfIrfkHC@kAZcA\kB|@WPo@d@m@b@]\[`@a@j@_@l@MVf@dAOZGN_AMw@pCa@lCg@iDCQKy@]cCZNJ@Be@a@MZJD@Cd@ZDZ@L?n@Al@AUp@EPw@pCa@lC[yBKo@CQKy@]cCZNJ@ZDZ@L?n@Al@AR_@LW^m@`@k@Za@\]l@c@n@e@VQjB}@bA]jA[BA	19	OSRM
WF2 0GU	15	1			3	Sun Bo (WF2 0GU)	Kylies Sandwich Bar & Custom Cakes (WF2 0GU)	Mill View Stores (WF2 0GU)	1309	982	oeufIp_jHZcAdAwCFSb@~@Zn@JSFSGEe@w@CEh@|@FDGRKR[o@c@_AGReAvCg@zAg@|AMZM\]v@_@~@Qf@GLZl@P[QZ[m@FMp@gB\w@L]L[f@}Af@{AdAwCFSb@~@Zn@BHRb@HTNVLVLVNr@DRj@Sk@RUgAMWMWOWIUSc@CI[o@c@_AGReAvC[bA	16	OSRM
WF2 0GU	20	1			3	Methodist Church (WF2 0GU)	Tania's Barbershop (WF2 0GU)	Ardsley House (WF2 0GU)	2011	1508	ug{fI|ukHGN_AMw@pCa@lCg@iDCQIs@AE]cCg@a@[Yk@c@WOQK]O_@Oc@pDEb@A`@Ab@?\B\FjADv@Hx@Fr@Jp@Nj@Nf@R\XZXH\FdA[x@CLiAJqAJiA`@mCv@qCDQTq@R_@LW^m@`@k@Za@\]l@c@n@e@VQjB}@bA]jA[d@Od@UZSh@e@Ta@`AaAH^YTQNSNa@Li@d@[Re@Ta@LC@kAZcA\kB|@WPo@d@m@b@]\[`@a@j@_@l@MVf@dAOZ	25	OSRM
WF2 0GU	60	1			3	West Yorkshire Police Learning & Development Centre (WF2 0GU)	Driver Training Area (WF2 0GU)	West Yorkshire Police Bishopgarth House (WF2 0GU)	19015	14261	kzyfId}kHj@fCR|@vAlGtAxDbCzFbCdFbAjBb@x@bAjBnCrD|CfEjDpDxFdFfMjJzBxA`CrAtBfAtDrBtG`Dn@R~FjBlGhAdE\xDDvEOnE[hOcClImApBYzRuF^OZSPMNQNUj@{ARg@POPMLINEP@RBTLVXJXFVDVDX@\?ZAtDA|@AZA\ETW~@MZk@Va@@OCWOMOMUIOi@w@a@So@E{Lh@qAFsFj@sInAeOdCoE`@cFJwDImE]eGaAaGiBs@W_HeDkDqBuBiAcCcB}B_BqFsDiF{DkFqEoD{DaDeE}BqDmAkBc@y@wAuCoEsJuBoF_AqCo@wA_AuCqA}DOc@}BiHwAmEQa@Uu@K]MYKWGMGKGIGIGGEEMIOKc@SEAc@e@OUGQEOEQAMAOAQ?S@O@O?GDQFWFWFOFMrAuBHKFGFGHGHGJCHAH?H?H@JD^\JNFJDLDLBPBN@N@P?P?P?P?BCvA?P@P@RDRThAf@~Br@|CnB|INn@nBxIR|@x@nD\|AtAxDbCzFbCdFbAjBb@x@bAjBnCrD|CfEjDpDxFdFfMjJzBxA`CrAtBfAtDrBtG`Dn@R~FjBlGhAdE\xDDvEOnE[hOcClImApBYzRuF^OZSPMNQNUj@{ARg@POPMLINEP@RBTLVXJXFVDVDX@\?ZAtDA|@AZA\ETW~@MZk@Va@@OCWOMOMUIOi@w@a@So@E{Lh@qAFsFj@sInAeOdCoE`@cFJwDImE]eGaAaGiBs@W_HeDkDqBuBiAcCcB}B_BqFsDiF{DkFqEoD{DaDeE}BqDmAkBc@y@wAuCoEsJuBoF_AqCo@wA_AuCqA}DOc@}BiHwAmEQa@Uu@K]MYKWGMGKGIGIGGEEMIOKc@SEAc@e@OUGQEOEQAMAOAQ?S@O@O?GDQFWFWFOFMrAuBHKFGFGHGHGJCHAH?H?H@JDt@NZLPBLBR@NANCLEJGZSjAy@`A_A`AkAb@o@\Ut@gALKJ?FJJ`@BNDV?L?PG`BAP?P?P?P@RJfDi@NG_BIgCAYAOEECAEHIJKNCD@^FxBDrB@f@DRDFBB??JCJAFABG?IEmAh@OKgDAS?Q?Q?Q@QFaB?Q?MEWOIGCI?ODeCnDg@h@g@b@cAp@iB`ASJIDGHIHEHCHYlA?BCvA?P@P@RDRThAf@~Br@|CnB|IrA`G	237	OSRM
WF2 0GU	60	1			3	Tardis (WF2 0GU)	The Malt Shovel (WF2 0GU)	Ardsley House (WF2 0GU)	8524	6393	}hzfIdjjHs@xAWk@[u@`@eBV{@p@m@d@SjBo@|@_@fCgApAi@pBy@HEDChAe@d@Sf@Sj@Wh@UZId@QEo@?_@BYDc@FYJa@R_@PS^YjBcAj@YPIrBkAnB_APIJf@@L?LENc@n@W`@W`@SXo@jASZ}@dBgBjD{@xAw@~@}EnHOTa@n@J`@BNDV?L?PG`BAP?P?P?P@RJfDi@NG_BIgCAYAOEECAEHIJKNCD@^FxBDrB@f@DRDF??BBJCJAFABG?IEmAh@OKgDAS?Q?Q?Q@QFaB?Q?MEWOIGCI?ODeCnDg@h@g@b@cAp@iB`ASJIDGHIHEHCHYlA?BOt@ETELEHGJcBvBGHIHIDIBIBI@K?OAEAc@e@OUGQEOEQAMAOAQ?S@O@O?GDQFWFWFOFMrAuBHKFGFGHGHGJCHAH?H?H@JDt@NZLPBLBR@NANCLEJGZSjAy@`A_A`AkAb@o@pB}CbCqDFM^_AVe@L_@FYDY@W@YAYMoAe@P[Hi@Tk@Vc@PC@e@RiAd@EBIDqBx@qAh@FjAaC|@MaAfCgApAi@pBy@HEDChAe@d@Sf@Sj@Wh@UZId@QEo@?_@BYDc@FYJa@R_@PS^YjBcAj@YPIrBkAnB_APIJf@@L?LENc@n@W`@W`@SXo@jASZ}@dBgBjD{@xAw@~@}EnHOTa@n@a@h@eCnDg@h@g@b@cAp@iB`ASJIDGHIHEHCHYlA?BOt@ETELEHGJcBvBGHIHIDIBIBI@K?OAEAk@Ka@OQEOAM@OBMDOFYTQNSNa@Li@d@[Re@Ta@LC@kAZcA\kB|@WPo@d@m@b@]\[`@a@j@_@l@MVS^Up@EP~@LVk@g@eALW^m@`@k@Za@\]l@c@n@e@VQjB}@bA]jA[d@Od@UZSh@e@Ta@`AaAf@a@V]JMDIDKDQDOF]?GDQFWFWFOFMrAuBHKFGFGHGHGJCHAH?H?H@JDt@NZLPBLBR@NANCLEJGZSjAy@`A_A`AkAb@o@pB}CbCqDFM^_AVe@L_@FYDY@W@YAYMoAe@P[Hi@Tk@Vg@Re@RiAd@EBIDqBx@qAh@gCfA}@^kBn@e@Rq@l@Wz@a@dBZt@Vj@r@yA	106	OSRM
WF2 0GU	60	1			3	The Malt Shovel (WF2 0GU)	Gardener's Retreat Restaurant (WF2 0GU)	Tardis (WF2 0GU)	4259	3194	sqyfI`riHDz@BnBk@Vc@PC@e@RiAd@EBIDqBx@qAh@gCfA}@^_Bh@KDe@Rq@l@Wz@a@dBIf@Hg@`@eBV{@p@m@d@SjBo@|@_@fCgApAi@pBy@HEDChAe@d@Sf@Sj@Wh@UZId@QEo@?_@BYDc@FYJa@R_@PS^YjBcAj@YPIrBkAnB_APIJf@@L?LENc@n@W`@W`@SXo@jASZ}@dBgBjD{@xAw@~@}EnHOTa@n@J`@BNDV?L?PG`BAP?P?P?P@RJfDi@NG_BIgCAYAOEECAEHIJKNCD@^FxBDrB@f@DRDF??BBJCJAFABG?IEmAh@OKgDAS?Q?Q?Q@QFaB?Q?MEWOIGCI?ODeCnDg@h@g@b@cAp@iB`ASJIDGHIHEHCHYlA?BOt@ETELEHGJcBvBGHIHIDIBIBI@K?OAEAc@e@OUGQEOEQAMAOAQ?S@O@O?GDQFWFWFOFMrAuBHKFGFGHGHGJCHAH?H?H@JDt@NZLPBLBR@NANCLEJGZSjAy@`A_A`AkAb@o@pB}CbCqDFM^_AVe@L_@FYDY@W@YAYMoAe@P[Hi@TCoBE{@	53	OSRM
WF2 0GU	15	1			3	Sun Bo (WF2 0GU)	Kylies Sandwich Bar & Custom Cakes (WF2 0GU)	Mill View Stores (WF2 0GU)	1337	1003	ofufIr}iHFGHILSFHRTdAwCFSb@~@Zn@JSFSGEe@w@CEh@|@FDGRKR[o@c@_AGReAvCg@zAg@|AMZM\]v@_@~@Qf@GLZl@P[QZ[m@FMp@gB\w@L]L[f@}Af@{AdAwCFSb@~@Zn@BHRb@HTNVLVLVNr@DRj@Sk@RUgAMWMWOWIUSc@CI[o@c@_AGReAvCSUGIMRIHGF	16	OSRM
WF2 0GU	20	1			3	BP Manor Service Station (WF2 0GU)	Restyle Fitness (WF2 0GU)	East Ardsley Express (WF2 0GU)	1592	1194	sm{fId{kHKo@CQKy@]cCZNJ@ZDZ@L?n@Al@AR_@f@dAOZGN_AMw@pCa@lCg@iDCQKy@]cCZNJ@Be@a@MZJD@Cd@KA[Og@a@[Yk@c@WOQK]O_@OoAm@UKi@MgAW@TJrAJpAKqAKsAAUpBd@TJnAl@^N\NPJVNj@b@ZXf@`@ZNJ@ZDZ@L?n@Al@AUp@EPw@pCa@lC[yB	19	OSRM
WF2 0GU	20	1			3	The Wren Cafe (WF2 0GU)	The New Pot Oil (WF2 0GU)	Wrenthorpe Methodist Church (WF2 0GU)	1856	1392	uwvfIvphHy@nDEJW|@MTORYR_@LODYHI@UBc@E{B_@g@UGIn@}DL{@@AH_@Po@PJXLn@VJLf@v@T\JHDBH?FADIHSpAeFJ_@Rk@Pc@DMVq@Pc@Ds@VPt@v@PT]xAY|@o@dBUl@aAbEEJW|@MTORYR_@LODIBODI@UBc@E{B_@g@UGIY[[U}@a@FYb@eATy@Ux@O\Sf@GX|@`@ZTXZFHf@TzB^b@DTCHAXINE^MXSNSLUV}@DKx@oD	23	OSRM
WF2 0GU	20	1			3	Outwood Primary Academy Kirkhamgate (WF2 0GU)	The Star Inn (WF2 0GU)	Shawfold Cars (WF2 0GU)	1686	1264	sowfIhfnHIHw@v@Mc@Om@]}CE]Kq@SyACKOmA_@qCcAf@[yAJIKHZxAbAg@^pCNjA?@BJRxAJp@D\\|CNl@Lb@yAzAi@l@ORs@aAKMAu@F]?IOs@Nr@?HG\@t@~@nANSh@m@xA{Av@w@TSd@c@pBeANGHEb@UPI\U^Wp@k@JVDVDf@@FCz@Jj@DXEYKk@B{@Go@EWKWq@j@_@V]TQHc@TIDOFqBdAe@b@KH	21	OSRM
WF2 0GU	15	1			3	Blue Marlin Fisheries (WF2 0GU)	Mill View Stores (WF2 0GU)	Kylies Sandwich Bar & Custom Cakes (WF2 0GU)	1206	904	kaufIfviHYx@GReAvC[bAKVGIWKVJFHf@{AdAwCFSb@~@Zn@BHRb@HTNVLVLVNr@DRj@Sk@RUgAMWMWOWIUSc@CI[o@c@_AGReAvCg@zAg@|AMZM\]v@_@~@Qf@GLZl@P[QZ[m@FMp@gB\w@L]L[f@}Af@{AdAwCFSXy@	15	OSRM
WF2 0GU	20	1			3	St Michaels Church (WF2 0GU)	R H Binks And Sons (WF2 0GU)	Methodist Church (WF2 0GU)	1853	1390	io{fIjbmH@u@BoD?GBaE?U@yABw@B{@Bq@Bo@FeA@SDu@y@BeAZWTUV}@p@}@f@AIeBb@uA^GXNfANTHFFn@Go@IGOUOgAFYzDcA@H|@g@|@q@TWVUdA[x@CLiAFy@NaBg@iDCQIs@AE]cCZNJ@ZDZ@L?n@Al@AUp@EPw@pCa@lCWzCMhAEt@ARGdACn@Cp@Cz@Cv@AxA?TC`E?FCnDAt@	23	OSRM
WF2 0GU	20	1			3	Wrenthorpe Club (WF2 0GU)	The Lawrence (WF2 0GU)	Wrenthorpe Academy (WF2 0GU)	1574	1180	eaxfIb`hHpA`ATN\Tj@^G^I@??WQODLu@]UUO_CeB_@h@CBW^uA~BmAtBKPe@iAIUEO?O@OBSZm@DED@HNIOEAED[l@CRAN?NDNHTLZVl@JQlAuBtA_CV_@BC^i@~BdBTN\Tj@^|@n@`BpAZXj@z@Z_AXcAb@_BBIHS??IRCHc@~AYbA[~@k@{@[YaBqA}@o@k@_@]UUOqAaA	19	OSRM
WF2 0GU	60	1			3	Cardigan House (WF2 0GU)	West Yorkshire Police Learning & Development Centre (WF2 0GU)	West Yorkshire Police Bishopgarth House (WF2 0GU)	27897	20923	qvyfIzhlH\|AtAxDbCzFbCdFbAjBb@x@bAjBnCrD|CfEjDpDxFdFfMjJzBxA`CrAtBfAtDrBtG`Dn@R~FjBlGhAdE\xDDvEOnE[hOcClImApBYzRuF^OZSPMNQNUj@{ARg@POPMLINEP@RBTLVXJXFVDVDX@\?ZAtDA|@AZA\ETW~@MZk@Va@@OCWOMOMUIOi@w@a@So@E{Lh@qAFsFj@sInAeOdCoE`@cFJwDImE]eGaAaGiBs@W_HeDkDqBuBiAcCcB}B_BqFsDiF{DkFqEoD{DaDeE}BqDmAkBc@y@wAuCoEsJuBoF_AqCo@wA_AuCqA}DOc@}BiHwAmEQa@Uu@K]MYKWGMGKGIGIGGEEMIOKc@SEAc@e@OUGQEOEQAMAOAQ?S@O@O?GDQFWFWFOFMrAuBHKFGFGHGHGJCHAH?H?H@JD^\JNFJDLDLBPBN@N@P?P?P?P?BCvA?P@P@RDRThAf@~Br@|CnB|IrA`Gj@fCR|@vAlGtAxDbCzFbCdFbAjBb@x@bAjBnCrD|CfEjDpDxFdFfMjJzBxA`CrAtBfAtDrBtG`Dn@R~FjBlGhAdE\xDDvEOnE[hOcClImApBYzRuF^OZSPMNQNUj@{ARg@POPMLINEP@RBTLVXJXFVDVDX@\?ZAtDA|@AZA\ETW~@MZk@Va@@OCWOMOMUIOi@w@a@So@E{Lh@qAFsFj@sInAeOdCoE`@cFJwDImE]eGaAaGiBs@W_HeDkDqBuBiAcCcB}B_BqFsDiF{DkFqEoD{DaDeE}BqDmAkBc@y@wAuCoEsJuBoF_AqCo@wA_AuCqA}DOc@}BiHwAmEQa@Uu@K]MYKWGMGKGIGIGGEEMIOKc@SEAc@e@OUGQEOEQAMAOAQ?S@O@O?GDQFWFWFOFMrAuBHKFGFGHGHGJCHAH?H?H@JD^\JNFJDLDLBPBN@N@P?P?P?P?BCvA?P@P@RDRThAf@~Br@|CnB|INn@nBxIR|@vAlGtAxDbCzFbCdFbAjBb@x@bAjBnCrD|CfEjDpDxFdFfMjJzBxA`CrAtBfAtDrBtG`Dn@R~FjBlGhAdE\xDDvEOnE[hOcClImApBYzRuF^OZSPMNQNUj@{ARg@POPMLINEP@RBTLVXJXFVDVDX@\?ZAtDA|@AZA\ETW~@MZk@Va@@OCWOMOMUIOi@w@a@So@E{Lh@qAFsFj@sInAeOdCoE`@cFJwDImE]eGaAaGiBs@W_HeDkDqBuBiAcCcB}B_BqFsDiF{DkFqEoD{DaDeE}BqDmAkBc@y@wAuCoEsJuBoF_AqCo@wA_AuCqA}DOc@}BiHwAmEQa@Uu@K]MYKWGMGKGIGIGGEEMIOKc@SEAc@e@OUGQEOEQAMAOAQ?S@O@O?GDQFWFWFOFMrAuBHKFGFGHGHGJCHAH?H?H@JDt@NZLPBLBR@NANCLEJGZSjAy@`A_A`AkAb@o@\Ut@gALKJ?FJJ`@BNDV?L?PG`BAP?P?P?P@RJfDi@NG_BIgCAYAOEECAEHIJKNCD@^FxBDrB@f@DRDFBB??JCJAFABG?IEmAh@OKgDAS?Q?Q?Q@QFaB?Q?MEWOIGCI?ODeCnDg@h@g@b@cAp@iB`ASJIDGHIHEHCHYlA?BCvA?P@P@RDRThAf@~Br@|CnB|I~BhKR|@x@nD	348	OSRM
WF2 0GU	30	1			3	Silkwood Farm (WF2 0GU)	Total Fitness (WF2 0GU)	Amazon DLS4 (WF2 0GU)	2654	1990	oetfIremH@E?C?EA_@LEBABA@CTgALo@VR\ZPaA??Q`A][WSMn@oB_BlA_GXq@J[HWn@z@zB`CLJD@D?LEDAJEF?B?HF@BDHDN@RAPEPGLIDK@OFEHEJ{AbHKd@SdAI`@Gd@Kx@CXKfAA`@?LBNBP??FTBBLDH@F@D?NIDEHILOLUFIPa@Pg@DMDMFWPo@@KNq@ViAD]DIDIHIAOAECC_BqA~@v@^XBB@D@NCNGNABEHGLWhAOp@AJQn@GVELELQf@Q`@GHMTMNIHEDOHEBEFEDIPANENGHWFECIIEMCOAQBQDOBCJ[BMBMBM@a@JgABYJy@Fe@Ha@ReAJe@zAcH@K?G?EAa@CQEUAMEIKU{BaCo@{@IVKZYp@mA~FWlAAFS~@GTSdAi@dCc@nBKIEEC?AC?E@Ef@cC^gBJHNJReAFUR_A@GVmAnB~AUfAABC@C@MD@^?D?BAD	33	OSRM
