Postcode	Duration (min)	Route Index	Name	Description	Waypoint Count	Waypoint 1	Waypoint 2	Waypoint 3	Distance (m)	Duration (sec)	Polyline	Actual Duration (min)	Timing source
WF2 0GU	20	1			3	China And Thai Express (WF2 0GU)	BP Manor Service Station (WF2 0GU)	East Ardsley Express (WF2 0GU)	1512	1134	gn{fInrkHD@Cd@ZDZ@L?n@Al@AUp@EPw@pCa@lC[yBKo@CQKy@]cCZNJ@ZDZ@L?n@Al@AR_@f@dAOZGN_AMw@pCa@lCg@iDCQKy@]cCg@a@[Yk@c@WOQK]O_@OoAm@UKi@MgAW@TJrAJpAKqAKsAAUpBd@TJnAl@^N\NPJVNj@b@ZXf@`@ZNJ@Be@EA	18	OSRM
WF2 0GU	30	1			3	The Glynn Living (WF2 0GU)	The Wren Cafe (WF2 0GU)	Hong Kong Vegan (WF2 0GU)	2985	2239	_uvfIdbgHF[Ls@NG`@Wb@c@fCyCPl@Dd@F^FLJLHLJZ[ZZ[K[IMKMGMG_@Ee@Qm@q@v@uA`Bc@b@a@VOFMr@Or@Gh@?f@B^J^Tn@FNLZRp@Jb@DX@l@@p@@`@@L?NHv@L`A@JB\@Z?r@Ad@En@Gl@WdBG\KhAMt@QUu@w@WQEr@Qb@Wp@ELQb@Sj@K^qAdFIREHG@I?ECKIU]g@w@KMo@WYMQKQn@I^A@Mz@o@|DY[[U}@a@GC}@a@]OQIOOcAaBS[e@s@]g@u@kAk@{@[YaBqA}@o@k@_@]UUO_CeBvB{Cr@_Ar@w@l@e@n@a@dBcADAt@g@b@Yp@_@d@UTMrBcAtBmAJI^Qh@UdBi@TORQVYz@}@\Yr@]ZETCp@A`@?\?`@EZOMr@GZ	37	OSRM
WF2 0GU	20	1			3	Village Stores (WF2 0GU)	Outwood Primary Academy Kirkhamgate (WF2 0GU)	The Star Inn (WF2 0GU)	1750	1312	wcwfIdanHEg@EWKWq@j@_@V]TQHc@TIDOFqBdA_@wBm@\OH|@g@^vBe@b@URw@v@Mc@Om@]}CE]Kq@SyACKOmA_@qCcAf@[yAJIKHZxAbAg@^pCNjA?@BJRxAJp@D\\|CNl@Lb@yAzAi@l@ORs@aAKMAu@F]?IOs@Nr@?HG\@t@~@nANSh@m@xA{Av@w@TSd@c@pBeANGHEb@UPI\U^Wp@k@JVDVDf@	21	OSRM
WF2 0GU	45	1			3	Holiday Inn (WF2 0GU)	Total Fitness (WF2 0GU)	Toyota Vantage (WF2 0GU)	3239	2429	_usfIzlmH??RATZIPWj@Kb@q@xBXnAp@~BPl@DHZi@DCHDZRNFDCJQJOb@m@FQDO}@a@??Fo@bA^EVGXENGPc@l@KNKPEBEJs@`A]aAEIQm@q@_CYoAG[?K@QJS`@w@TWVk@HQb@iAD_@\_ABQA_@q@gAw@m@KEMGo@_@e@e@[_@SU_@m@KMEECAKCIDK@OFEHEJ{AbHKd@SdAI`@Gd@Kx@CXKfAA`@?LBNBP??FTBBLDH@F@D?NIDEHILOLUFIPa@Pg@DMDMFWPo@@KNq@ViAD]DIDIHIAOAECC_BqA~@v@^XBB@D@NCNGNABEHGLWhAOp@AJQn@GVELELQf@Q`@GHMTMNIHEDOHEBEFEDIPANENGHWFECIIEMCOAQBQDOBCJ[BMBMBM@a@JgABYJy@Fe@Ha@ReAJe@zAcH@K?G?EAa@CQ?QBQHWDAJEF?B?HF@BDHDN@RBX@LBJFV^l@RTZ^d@d@n@^PeAHM\KHYNm@BETmADMB?BB@DUdACNXuAAECCC?ELUlACDOl@IX]JILQdALFJDv@l@TJb@Fn@OSz@Qb@[z@[x@c@hAIPWj@Kb@q@xBG[?K@QJS`@w@@[Ea@BS@CHU@C	40	OSRM
WF2 0GU	30	1			3	Toyota Vantage (WF2 0GU)	Total Fitness (WF2 0GU)	Ramada (WF2 0GU)	2160	1620	mrsfIzmmHKXQJSYHQb@iAD_@\_ABQA_@q@gAw@m@KEMGPeAHM\KHYNm@BETmADMB?BB@DUdACNXuAAECCC?ELUlACDOl@IX]JILQdAo@_@e@e@[_@SU_@m@KMEECAKCIDK@OFEHEJ{AbHKd@SdAI`@Gd@Kx@CXKfAA`@?LBNBP??FTBBLDH@F@D?NIDEHILOLUFIPa@Pg@DMDMFWPo@@KNq@ViAD]DIDIHIAOAECC_BqA~@v@^XBB@D@NCNGNABEHGLWhAOp@AJQn@GVELELQf@Q`@GHMTMNRbAb@eADCb@j@DHEL[bA??EBMSCCEEQWAKScAIHEDOHEBEFEDIPANEN?\?B?HBRH\DLFNVf@HN^j@VPLDD@B?B?NEzCuHPg@Rc@JS`@w@TWVk@HQb@iAHLH^O`@	27	OSRM
WF2 0GU	60	1			3	Wrenthorpe Post Office (WF2 0GU)	Wrenthorpe Park & Alverthorpe Meadows (WF2 0GU)	Hall Cliffe Primary School (WF2 0GU)	8799	6599	ihvfIvciHe@rA?L?FFNJPb@iABGBADADBDHBJ?@?F_B`EELAJAL@L?B@DFHFBDFBHFLDHDHBL@LAPA|@CZAXIhAGrACXCNMPOa@U_@}@aBS_@Wc@y@gAw@eAw@aAsAiBaAwAS[AC_@o@e@q@IMMg@Mm@Gi@G}@EkB^MXSNSLUV}@DKn@qCPq@Tm@n@eBX}@\yALu@JiAF]VeBFm@Do@@e@?s@A[C]AKMaAIw@?OAMAa@Aq@Am@EYKc@Sq@M[GOUo@K_@C_@?g@Fi@Ns@Ls@NG`@Wb@c@fCyCb@g@jAoA|BcCNMxAwAh@m@V[T_@d@iAVk@d@aBT}@\{A^uA|@uC\cAPo@H[F_@BSN@L@J?HADCDGb@i@FGFI@EFIHQJYDQBUFq@@M@M@MBc@H@F?B?@?L@N?VAJAJARCLEPERGDCHCJGLININKFEFGFELO@A^]^]b@c@z@{@`AcAZYb@e@NO|A_BFE@AdAgAr@s@r@u@JEHEn@Al@@hBALAN?F?FBLL@DNPDFNRRRV\VZI`@ADCJAFOp@i@zBWjAOnAO`AYhAMb@a@|AMx@@j@NrAPdAHl@@BJn@VtB@D@FH`AHlA?J@j@@x@AbAIdAIz@Kn@]~AUx@Kb@Ij@IAMBmBjBUTEBCD]\w@bAGLGLwAhCy@jAILg@p@mAdBKN[`@MVi@z@e@`Ag@jA]j@Yn@]n@k@x@[^a@h@g@f@UR??TSf@g@V|@`@vAVz@Tz@Tr@Td@PVRRRLXLXBX?f@Od@M^MTKr@Sb@Q^M^Mf@Oh@OnA_@VIVGpBm@|Ac@OxAAJEf@g@jCKf@OfAiAzHGn@Ml@a@tB[~Aq@~Cq@zBCFSn@Uj@]~@Ul@Ob@i@lAk@vAg@hAKR[v@c@pAGReAvCg@zAg@|AMZM\]v@q@fBGL_@`As@fBs@hBwBvE}BrGW~@q@`Ce@rBW|@Qh@Wb@[^q@h@eBzA_AbAc@h@cAlBCHsAeC]u@k@qAQ]qAoCIQ{@eBQi@GUkCgKyAsFIc@Ec@Ee@CcAGmFAiAAUC{AEeFE{C?I?{A?sBL?ZXZBA?YC[YM??iB?u@?e@CoACq@Ee@HLd@p@^n@@BRZ`AvArAhBv@`Av@dAx@fAVb@R^Vg@Dw@?s@?GFWFMPi@HQBQ?KESAG?E?KF]DYNa@`@eAKQGO?G?Md@sA	109	OSRM
WF2 0GU	45	1			3	Total Fitness (WF2 0GU)	DVSA Wakefield Test Center (WF2 0GU)	Shell Select (WF2 0GU)	4103	3077	katfIj_mHQ`A][WSMn@oB_BlA_GXq@J[HWn@z@zB`CLJD@D?LEDAJEF?B?HF@BDHDN@RAPEPGLIDK@OFEHEJ{AbHKd@SdAI`@Gd@Kx@CXKfAA`@?LBNBP??FTBBLDH@F@D?NIDEHILOLUFIPa@Pg@DMDMFWPo@@KNq@ViAD]DIDIHIAOAECC_BqA~@v@^XBB@D@NCNGNABEHGLWhAOp@AJQn@GVELELQf@Q`@GHMTMNIHEDOHEBEFEDIPANENGHWFECIIEMCOAQBQDOBCJ[BMBMBM@a@JgABYJy@Fe@Ha@ReAJe@zAcH@K?G?EAa@CQEUAMEIKU{BaCo@{@IVKZYp@mA~FnB~AUfAABC@C@MD@^?D?BGTDO@E?C?EA_@LEBABA@CTgAoB_BlA_GXq@J[HWn@z@zB`CLJD@D?LEDAJEF?B?HF@BDHDN@RAPEPGLIDK@OFEHEJ{AbHKd@SdAI`@Gd@Kx@CXKfAA`@?LBNBP??FTBBDJBN?PANEN?\?B?HBRH\DLFNVf@HN^j@VPLDD@B?B?NEzCuHPg@Rc@JS`@w@@[Ea@BS@CHU@C??RATZb@iAD_@\_ABQA_@q@gAw@m@KEMGo@_@e@e@[_@SU_@m@KMEECAKCIDK@KEGIGMCQEUAMEIKU{BaCo@{@IVKZYp@mA~FnB~ALo@VR\ZPaA	51	OSRM
WF2 0GU	20	1			3	Declans (WF2 0GU)	Pinderfields Hospital PRU (WF2 0GU)	St Annes (WF2 0GU)	1707	1280	yywfIxehHy@m@k@_@]UUOqAaAm@c@qA_Ak@_@IIZyAGOIUHTFN[xAHHj@^pA~@~BdBTN\Tj@^|@n@`BpAZXj@z@Z_AXcAb@_BBILLl@j@??m@k@MMCHc@~AYbA[~@t@jA\f@d@r@RZj@~@V`@NNPH\N|@`@FB|@`@MjANFOGLkA}@a@GC}@a@]OQIOOcAaBS[e@s@]g@u@kAk@{@[YaBqACA	21	OSRM
WF2 0GU	60	1			3	JB's Cafe & Bistro (WF2 0GU)	Ossett Flushdyke Junior and Infant School (WF2 0GU)	Ramada (WF2 0GU)	10482	7862	ovsfIncpHi@}BEOGKIIKEIAIAIDIJiCbDg@t@SVo@j@gAlAi@x@_@p@]LyBeAJ_CJmF?i@AWAOKYUq@U_@TRz@XAf@EzA\EHLH?H{@FWJg@@qBEGa@D]?CbBAf@GDI?GAIGUq@U_@mAqAc@OQAQ?_@LURW\O\Mj@I|@Bx@Dd@X`@RLRAPGLQJUlA{DJa@p@sBt@aBzDkIFMP_@VaADg@?c@A]E[G]Ia@IOGYG]A[AW?W@wD@y@@[@YD]H[Rg@POPMLINEP@RBTLVXJXFVDVDX@\?ZAtDA|@AZA\ETW~@MZa@fAcAxBkAjCkDhHq@zAq@nBy@bDWvAAFW|AQ`BQjBGlAIdCEvCGnEQnLIdCSvC_@|De@vCg@tBs@dCqAvCwL`SwBhDmDxF{AhCiBbD{@lBoB`Fq@xBe@xBg@xCYpCKzAG`BChCD|BRlDXrCj@`Ev@bDr@tCLRLHP@HCVAJ@FBFFFJFVBLFf@@H?PAPEPELIHGDGBk@EEAGEGGEKEMCS?U?]UmAaAmDq@cDm@eE[sCSoDCu@AiA@kCDcBJ}AToCd@_Dh@qBp@cCvBuFx@kBbBkDrAgChHiL`H}KnCoErAyCr@uBj@wBf@uCd@uDRuCHoCNkLDwBFwFJ}BZcEP}Ah@_Dt@_DJa@p@sBt@aBzDkIFMP_@VaADg@?c@A]E[G]Ia@IOGYG]A[AW?W@wD@y@@[@YD]H[Rg@`@sAtA}DBW\aAFOBQ@O?G?MAECGmAeBKQQe@CIIUIa@EMCMECIIEMCOAQBQDOBCDEHEH?HDBDBBLDH@F@D?NIDEHIRbAb@eADCb@j@DHEL[bA??EBMSCCEEQWAKScAIHEDOHEBEFEDIPANEN?\?B?HBRH\DLFNVf@HN^j@VPLDD@B?B?NEzCuHRMVCXnAp@~BPl@DH\`ARh@j@|ArCnHJ\z@~CX`AjAfFBNz@pEbBjMZdCTxA[Ju@b@C@ELEDUV{@r@SLM@_@JODEBEB[VQZiAzBCFa@n@k@t@IJIDKPQ`@Yl@EFEFOFA?KCaA}AWg@GQGWWkA	131	OSRM
WF2 0GU	15	1			3	Pinderfields Hospital PRU (WF2 0GU)	Wrenthorpe Methodist Church (WF2 0GU)	The Well Church (Elim Pentecostal) (WF2 0GU)	1364	1023	qnwfIfshHk@_AS[e@s@]g@u@kAZ_AXcAb@_BBILLl@j@??m@k@MMCHc@~AYbA[~@t@jA\f@d@r@RZbA`BNNPH\N|@`@FBFYb@eATy@Ux@O\Sf@GX|@`@ZTXZFHf@TzB^MNWNINKZI\ITi@XMNEPG^EZOEQCG?USMOReADUj@cDGIY[[U}@a@GC}@a@]OQIOOWa@	17	OSRM
WF2 0GU	30	1			3	R H Binks And Sons (WF2 0GU)	The Dental Studio (WF2 0GU)	Methodist Church (WF2 0GU)	2357	1768	oz{fIfllHdBc@@H|@g@|@q@TWVUdA[x@CLiAFy@NaB`@mCv@qCDQTq@R_@f@dAWj@_AMw@pCa@lCWzCMhAEt@ARGdACn@Cp@Cz@Cv@AxA?TC`E?FCnD?FElBGjAEd@Q|@EH\jA]kADIP}@De@FkADuBBoD?GBaE?U@yABw@B{@Bq@Bo@FeA@SDu@LiAV{Cg@iDCQIs@AE]cCZNJ@ZDZ@L?n@Al@AUp@EPw@pCa@lCWzCMhAy@BeAZWTUV}@p@}@f@AIeBb@	29	OSRM
WF2 0GU	15	1			3	Blue Marlin Fisheries (WF2 0GU)	Mill View Stores (WF2 0GU)	Kylies Sandwich Bar & Custom Cakes (WF2 0GU)	1363	1022	_aufIjxiHd@v@FDGRKR[o@c@_AGReAvC[bAKVGIWKVJFHf@{AdAwCFSb@~@Zn@BHRb@HTNVLVLVNr@DRj@Sk@RUgAMWMWOWIUSc@CI[o@c@_AGReAvCg@zAg@|AMZM\]v@_@~@Qf@GLZl@P[QZ[m@FMp@gB\w@L]L[f@}Af@{AdAwCFSb@~@Zn@JSFSGEe@w@	17	OSRM
WF2 0GU	45	1			3	Jerry Clay Academy (WF2 0GU)	Hall Cliffe Primary School (WF2 0GU)	Wrenthorpe Dental Care (WF2 0GU)	3489	2617	i{vfIlpjH??^QGmFAiAAUC{AEeFE{C?I?{A?sB?iB?u@?e@CoACq@Ee@Mg@g@f@GDSPEBYRGFGHMX[t@]v@aBnD_@x@KTQd@a@x@Sb@EJEJUj@a@`AkFtLyHfQdAnBl@hAFNDL@L?NCHGNQd@Pe@FOBI?OAMEMGOm@iAeAoBxHgQjFuL`@aAZw@DKRc@`@y@Pe@JU^y@`BoD\w@Zu@LYFIFGXSDCRQFEf@g@Lf@Dd@Bp@BnA?d@?t@?hBL?ZXZBA?YC[YM??iB?u@?e@CoACq@Ee@Mg@Mm@Gi@WDYFI@}@PM@jASHAXGVEFh@Ll@Lf@Dd@Bp@BnA?d@?t@?hB?rB?zA?HDzCDdFBzA@T@hAFlF_@P??	43	OSRM
WF2 0GU	15	1			3	Methodist Church (WF2 0GU)	BP Manor Service Station (WF2 0GU)	St Michaels Church (WF2 0GU)	1331	998	cm{fIhalHJiAg@iDCQIs@AE]cCZNJ@ZDZ@L?n@Al@AR_@f@dAOZGN_AMw@pCa@lCWzCMhAy@BeAZWTUV}@p@}@f@AIeBb@uA^GXNfANTHFFn@Go@IGOUOgAFYzDcA@H|@g@|@q@TWVUdA[x@CLiAJqA	16	OSRM
WF2 0GU	60	1			3	West Yorkshire Police Learning & Development Centre (WF2 0GU)	Cardigan House (WF2 0GU)	Carr Gate Garden Centre (WF2 0GU)	12473	9355	_vyfItzjH??BBJCJAFABG?IEmAh@OKgDAS?Q?Q?Q@QFaB?Q?MEWOIGCI?ODeCnDg@h@g@b@cAp@iB`ASJIDGHIHEHCHYlA?BCvA?P@P@RDRThAf@~Br@|CnB|INn@bApEj@fCR|@vAlGtAxDbCzFbCdFbAjBb@x@bAjBnCrD|CfEjDpDxFdFfMjJzBxA`CrAtBfAtDrBtG`Dn@R~FjBlGhAdE\xDDvEOnE[hOcClImApBYzRuF^OZSPMNQNUj@{ARg@POPMLINEP@RBTLVXJXFVDVDX@\?ZAtDA|@AZA\ETW~@MZk@Va@@OCWOMOMUIOi@w@a@So@E{Lh@qAFsFj@sInAeOdCoE`@cFJwDImE]eGaAaGiBs@W_HeDkDqBuBiAcCcB}B_BqFsDiF{DkFqEoD{DaDeE}BqDmAkBc@y@wAuCoEsJuBoF_AqCo@wA_AuCqA}DOc@}BiHwAmEQa@Uu@K]MYKWGMGKGIGIGGEEMIOKc@SEAc@e@OUGQEOEQAMAOAQ?S@O@O?GDQFWFWFOFMrAuBHKFGFGHGHGJCHAH?H?H@JDt@NZLPBLBR@NANCLEJGZSjAy@`A_A`AkAb@o@pB}CbCqDFM^_AVe@L_@FYDY@W@YAYMoAe@P[Hi@Tk@Vg@Re@RiAd@EBIDqBx@qAh@gCfA}@^kBn@e@Rq@l@Wz@a@dBZt@Vj@r@yA??s@xAWk@[u@`@eBV{@p@m@d@SjBo@|@_@fCgApAi@pBy@HEDChAe@d@Sf@Sj@Wh@UZId@QEo@?_@BYDc@FYJa@R_@PS^YjBcAj@YPIrBkAnB_APIJf@@L?LENc@n@W`@W`@SXo@jASZ}@dBgBjD{@xAw@~@}EnHOTa@n@J`@BNDV?L?PG`BAP?P?P?P@RJfDi@NDlA?HCFG@K@KBCC??	155	OSRM
WF2 0GU	20	1			3	Main Street Fisheries (WF2 0GU)	China And Thai Express (WF2 0GU)	East Ardsley Express (WF2 0GU)	1546	1160	qh{fInqkHPRMVS^Up@EPw@pCa@lCg@iDCQKy@]cCZNJ@Be@a@M??`@LCd@ZDZ@L?n@Al@AUp@EPw@pCa@lC[yBKo@CQKy@]cCg@a@[Yk@c@WOQK]O_@OoAm@UKi@MgAW@TJrAJpAKqAKsAAUpBd@TJnAl@^N\NPJVNj@b@ZXf@`@ZNJ@ZDZ@L?n@Al@AR_@LWQS	19	OSRM
WF2 0GU	20	1			3	The New Albion (WF2 0GU)	Alverthorpe St Paul's CofE (VA) School (WF2 0GU)	Al Fresco (WF2 0GU)	1686	1264	udufI~cjHIWHIt@sA|AmCRb@U`@CCAAGJ??FK@@BBTa@Sc@CI[o@c@_Ab@qAZw@MUKKQIQG[IQCSGMEQKY[g@g@SWy@oAGEKCQl@c@`AEd@Er@ETIVKXERGTEX@\Ap@AXGVILDZBV?R@RGd@A\CTCBC?B???BCBU@]Fe@AS?SCWE[HMFW@Y@q@A]DYFUDSJYHWDUDs@De@b@aAPm@JBFDx@nARVf@f@XZPJLDRFPBZHPFPHJJLT[v@c@pAb@~@Zn@JSFSD_@Bm@@Q@QBk@?Q@UBy@Cx@ATC|@APAPCl@E^GRKRBH}AlCu@rAIHHV	21	OSRM
WF2 0GU	20	1			3	St Michaels Church (WF2 0GU)	R H Binks And Sons (WF2 0GU)	Methodist Church (WF2 0GU)	1823	1367	go{fI|`mH?GBoD?GBaE?U@yABw@B{@Bq@Bo@FeA@SDu@y@BeAZWTUV}@p@}@f@AIeBb@uA^GXNfANTHFFn@Go@IGOUOgAFYzDcA@H|@g@|@q@TWVUdA[x@CLiAFy@NaBg@iDCQIs@AE]cCZNJ@ZDZ@L?n@Al@AUp@EPw@pCa@lCWzCMhAEt@ARGdACn@Cp@Cz@Cv@AxA?TC`E?FCnD?F	22	OSRM
WF2 0GU	30	1			3	Flanshaw Lodge (WF2 0GU)	Alverthorpe Working Mens Club (WF2 0GU)	GJH Commercial Vehicle Services Ltd (WF2 0GU)	2913	2185	u`tfIfsjH@ARQDC??`@YRQXSPWZi@HOLW^u@FNHRDPDVUJmAhADd@L`@?@Mc@Ee@lAiATKEWEQISGO_@t@MVIN[h@QVYRSPa@X??EBSP[RKHQJYJC?SBY?OAQCYMi@Y_@MkB]s@Oc@Kc@MGAu@YQMKKn@{DD^i@fDPLt@XF@b@Lb@J~Cl@AfD?nCAr@?lAA|C?V?XErK?H?hA?|@AjAB`AFr@BRcAb@KBSDYBYBWAeACo@A?{A?M@uBm@?M?EBCH?d@BHDDZ?[?EECI?e@BIDCL?V?T?AtB?L?zAn@@dABV@XCXCREJCbAc@CSGs@CaA@kA?}@?iA?IDsK?Y?W@}C?mA@s@?oC@gD^Lh@XXLPBN@X?RCB?XKPKJIXQ	36	OSRM
WF2 0GU	60	1			3	Royal Spice (WF2 0GU)	The Wren Cafe (WF2 0GU)	Wrenthorpe Park & Alverthorpe Meadows (WF2 0GU)	7382	5536	}nvfInzfHuA`Bc@b@a@VOFMr@GZGVGh@?f@B^J^Tn@FNLZRp@Jb@DX@l@@p@@`@@L?NHv@L`A@JB\@Z?r@Ad@En@Gl@WdBG\KhAMt@QUu@w@WQEr@Qb@Wp@Wp@Sj@f@l@g@m@Rk@Pc@DMVq@Pc@Ds@VPt@v@PTLu@JiAF]VeBFm@Do@@e@?s@A[C]AKMaAIw@?OAMAa@Aq@Am@EYKc@Sq@M[GOUo@K_@C_@?g@Fi@Ns@Ls@NG`@Wb@c@fCyCb@g@jAoA|BcCNMxAwAh@m@V[T_@d@iAVk@d@aBT}@\{A^uA|@uC\cAPo@H[F_@BSN@L@J?HADCDGb@i@FGFI@EFIHQJYDQBUFq@@M@M@MBc@H@F?B?@?L@N?VAJAJARCLEPERGDCHCJGLININKFEFGFELO@A^]^]b@c@z@{@`AcAZYb@e@NO|A_BFE@AdAgAr@s@r@u@JEHEn@Al@@hBALAN?F?FBLL@DNPDFNRRRV\VZI`@ADCJAFOp@i@zBWjAOnAO`AYhAMb@a@|AMx@@j@NrAPdAHl@@BJn@VtB@D@FH`AHlA?J@j@@x@AbAIdAIz@Kn@]~AUx@Kb@Ij@IAMBmBjBUTEBCD]\w@bAGLGLwAhCy@jAILg@p@mAdBKN[`@MVi@z@e@`Ag@jA]j@Yn@]n@k@x@[^a@h@g@f@UR??TSf@g@`@i@Z_@j@y@\o@Xo@\k@f@kAd@aAh@{@LWZa@JOlAeBf@q@HMx@kAvAiCFMFMv@cA\]BEDCTUlBkBLCH@Hk@Jc@Ty@\_BJo@H{@HeA@cAAy@Ak@?KImAIaAAGAEWuBKo@ACIm@QeAOsAAk@Ly@`@}ALc@XiANaANoAVkAh@{BNq@@GBK@EHa@W[W]SSOSEGOQAEMMGCG?O?M@iB@m@Ao@@IDKDs@t@s@r@eAfAA@GD}A~AONc@d@[XaAbA{@z@c@b@_@\_@\A@MNGDGFGDOJOHMHKFIBEBSFQDMDSBK@K@W@O?MAA?C?G?IAQ@G?GAKCMCICGCGE_@AE?C?E@A?C@??C@ABC@A@ADABCJ?FAFCp@@h@@`@?d@?RAP?RALCNEPCRG^IZQn@]bA}@tC_@tA]zAU|@e@`BWj@e@hAU^WZi@l@yAvAOL}BbCkAnAc@f@q@v@	92	OSRM
WF2 0GU	60	1			3	tillybods (WF2 0GU)	Wrenthorpe Club (WF2 0GU)	Vic's Cafe (WF2 0GU)	5824	4368	wjxfIfhhHVl@JQlAuBtA_CV_@BCT[HM~BdBTN\Tj@^G^I@??WQODLu@]UUO_CeB_@h@CBW^uA~BmAtBKPq@hAGHq@jAaAdBSb@oBxD_AhBcA|AKLCDu@~@}@|@a@XCB_@RQHoB~@sBjAQHk@XkBbA_@XQRS^K`@GXEb@CX?^Dn@Lj@HPFJHFJDJ?JAJEJKv@}AvByFf@cC\cCLoATeCd@{Ht@wLDyANoDD{@EGEIAIAIAM?MBODKBIDEJELaALy@Bq@B]l@mEHOHMRByAdK?\?`@DLBL?N?LCLCHGLIFO~@MdDG|As@tLg@`IUfCYbCYhBa@rBe@jBk@hBcA`CqAfC}EnHOTa@n@a@h@eCnDg@h@g@b@cAp@iB`ASJIDGHIHEHCHYlA?BOt@ETELEHGJcBvBGHIHIDIBIBI@K?OAEAc@e@OUGQEOEQAMAOAQ?S@O@O?GDQFWFWFOFMrAuBHKFGFGHGHGJCHAH?H?H@JDt@NZLPBLBR@NANCLEJGZSjAy@`A_A`AkAb@o@pB}CbCqDFM^_AVe@L_@FYDY@W@YAYMoAEo@?_@BYDc@FYJa@R_@PS^YjBcAj@YPIrBkAnB_API^SBC`@Y|@}@t@_ABEJMbA}A~@iBnByDRc@`AeBp@kAFIp@iAWm@	72	OSRM
WF2 0GU	60	1			3	Carr Gate WMC (WF2 0GU)	Gardener's Retreat Restaurant (WF2 0GU)	Tardis (WF2 0GU)	4455	3341	ysyfIvxiHb@Qj@WCoBGmAq@LJr@Ks@p@M@PDz@BnBk@Vg@Re@RiAd@EBIDqBx@qAh@gCfA}@^_Bh@KDe@Rq@l@Wz@a@dBIf@Hg@`@eBV{@p@m@d@SjBo@|@_@fCgApAi@pBy@HEDChAe@d@Sf@Sj@Wh@UZId@QEo@?_@BYDc@FYJa@R_@PS^YjBcAj@YPIrBkAnB_APIJf@@L?LENc@n@W`@W`@SXo@jASZ}@dBgBjD{@xAw@~@}EnHOTa@n@J`@BNDV?L?PG`BAP?P?P?P@RJfDi@NG_BIgCAYAOEECAEHIJKNCD@^FxBDrB@f@DRDF??BBJCJAFABG?IEmAh@OKgDAS?Q?Q?Q@QFaB?Q?MEWOIGCI?ODeCnDg@h@g@b@cAp@iB`ASJIDGHIHEHCHYlA?BOt@ETELEHGJcBvBGHIHIDIBIBI@K?OAEAc@e@OUGQEOEQAMAOAQ?S@O@O?GDQFWFWFOFMrAuBHKFGFGHGHGJCHAH?H?H@JDt@NZLPBLBR@NANCLEJGZSjAy@`A_A`AkAb@o@pB}CbCqDFM^_AVe@L_@FYDY@W@YAYMoAe@P[Hi@Tk@Vc@P	55	OSRM
WF2 0GU	20	1			3	St Michaels Church (WF2 0GU)	R H Binks And Sons (WF2 0GU)	Methodist Church (WF2 0GU)	1847	1385	io{fIbbmH@m@BoD?GBaE?U@yABw@B{@Bq@Bo@FeA@SDu@y@BeAZWTUV}@p@}@f@AIeBb@uA^GXNfANTHFFn@Go@IGOUOgAFYzDcA@H|@g@|@q@TWVUdA[x@CLiAFy@NaBg@iDCQIs@AE]cCZNJ@ZDZ@L?n@Al@AUp@EPw@pCa@lCWzCMhAEt@ARGdACn@Cp@Cz@Cv@AxA?TC`E?FCnDAl@	23	OSRM
WF2 0GU	20	1			3	The Blue Light (WF2 0GU)	Al Fresco (WF2 0GU)	Alverthorpe St Paul's CofE (VA) School (WF2 0GU)	1751	1313	q`ufIf~iHFK@@BBTa@Sc@}AlCu@rAIHHVN`@ADCDSRRSBE@EYy@HIt@sA|AmCCIJSFSD_@Bm@@Q@QBk@?Q@UBy@Cx@ATC|@APAPCl@E^GRKR[o@c@_Ab@qAZw@MUKKQIQG[IQCSGMEQKY[g@g@SWy@oAGEKCQl@c@`AEd@Er@ETIVKXERGTEX@\Ap@AXGVILDZBV?R@RGd@A\CTCBC?B???BCBU@]Fe@AS?SCWE[HMFW@Y@q@A]DYFUDSJYHWDUDs@De@b@aAPm@JBFDx@nARVf@f@XZPJLDRFPBZHPFPHJJLT[v@c@pAb@~@Zn@BHRb@U`@CCAAGJ	21	OSRM
WF2 0GU	20	1			3	The Well Church (Elim Pentecostal) (WF2 0GU)	Wrenthorpe Post Office (WF2 0GU)	Wrenthorpe Methodist Church (WF2 0GU)	1681	1261	_~vfIf{hHODI@UBc@EMNWNINKZI\ITi@XMNEPG^EZOEQCG?USMOReADUj@cDGIn@}DL{@@AH_@Po@Je@Jo@Fa@D[@IDUFg@BSBMD[F]BUFc@@EJg@BIPRNFTJNFTFN?F@xCBX@VPt@v@PT]xAY|@o@dBUl@Qp@o@pCEJW|@MTORYR_@LODYHI@UBc@E{B_@g@UGIY[[U}@a@FYb@eATy@Ux@O\Sf@GX|@`@ZTXZFHf@TzB^b@DTCHANE	21	OSRM
WF2 0GU	15	1			3	The Well Church (Elim Pentecostal) (WF2 0GU)	Wrenthorpe Methodist Church (WF2 0GU)	Wrenthorpe Post Office (WF2 0GU)	1418	1064	mawfIf{hHXDMNWNINKZI\ITi@XMNEPG^EZOEQCG?USMOReADUj@cDGIY[[U}@a@FYb@eATy@Ux@O\Sf@GX|@`@ZTXZn@}DL{@@AH_@Po@Je@Jo@Fa@D[@IDUFg@BSBMD[F]BUFc@@EJg@BIPRNFTJNFTFN?F@xCBX@VPt@v@PT]xAY|@o@dBUl@Qp@o@pCEJW|@MTORYR_@LODYHI@UBc@EYE	17	OSRM
