postcode	placeId	name	latitude	longitude	types	vicinity	source
S4	osm_1459443140	Hillsborough Barracks Memorial	53.408448	-1.4894709	memorial		osm
S4	osm_1116344106	Illusionz	53.3924539	-1.4349197	hairdresser	Attercliffe Road	osm
S4	osm_11423693459	IQRA	53.3924756	-1.4338256	gift	Attercliffe Road	osm
S4	osm_101992134	J W Young (Butchers) Ltd	53.3945447	-1.4338224	butcher	Baker Street	osm
S4	osm_123528135	Jamia Dar Ul Uloom Qadiria Jillania Centre	53.4063078	-1.4529525	place_of_worship		osm
S4	osm_1117862636	Jamia Masjid Ghausia	53.4081599	-1.4495841	place_of_worship		osm
S4	osm_1365340086	JBM Automotive	53.3989654	-1.448748	car	Fieldhouse Way	osm
S4	osm_1231769963	Karola Aesthetics	53.391968	-1.4336918	doctors	Staniforth Road	osm
S4	osm_1150218536	Kaya Hair & Beauty	53.4090978	-1.4710664	hairdresser	Longley Avenue West	osm
S4	geograph_2308797	Kelham Island, Sheffield and mill goit	53.389022	-1.472049	geograph		geograph
S4	osm_1154594001	KEZ Collection	53.4072261	-1.452025	clothes	Owler Lane	osm
S4	osm_1231769960	Khan Darbar	53.3926921	-1.4331613	fast_food	Attercliffe Road	osm
S4	osm_110568397	La Piazza	53.3998506	-1.4366328	cafe	Brightside Lane	osm
S4	osm_1154584605	Lana Pizza	53.4068965	-1.4524365	fast_food	Barnsley Road	osm
S4	osm_12759769454	Le Bon Vin	53.3987103	-1.4384969	alcohol	Brightside Lane	osm
S4	osm_1231769958	Lustrous Furniture	53.3926651	-1.4332882	furniture	Attercliffe Road	osm
S4	osm_1116344102	M A Tooling	53.3925981	-1.4346229	doityourself	Attercliffe Road	osm
S4	osm_138098753	Marchway	53.3924647	-1.4336486	toys	Attercliffe Road	osm
S4	osm_1428096874	Masjid Noor	53.4037334	-1.4609683	place_of_worship		osm
S4	osm_224748434	Masjid Umar	53.4044437	-1.4565333	place_of_worship		osm
S4	osm_1116577914	Meals Corner	53.3934994	-1.4328162	fast_food	Attercliffe Road	osm
S4	osm_1150218535	Millenium Spices	53.409115	-1.4711806	fast_food	Longley Avenue West	osm
S4	osm_138098750	Momento	53.3928265	-1.4326701	frame		osm
S4	osm_11423693458	Musaids Soft Drinks	53.3924581	-1.4338723	convenience	Attercliffe Road	osm
S4	osm_1116344111	MyCigara	53.3929821	-1.4334573	e-cigarette	Attercliffe Road	osm
S4	osm_1154584607	Nafees	53.4070546	-1.4522445	bakery	Barnsley Road	osm
S4	osm_11423693455	National Blinds	53.3923023	-1.4340974	window_blind	Staniforth Road	osm
S4	osm_138098748	New Roomstyle	53.3924633	-1.4334291	furniture	Attercliffe Road	osm
S4	osm_23023146	Northern General Hospital	53.4103679	-1.4583046	hospital	Herries Road	osm
S4	osm_635810252	Northern Perk	53.4089436	-1.4605662	cafe		osm
S4	osm_10133701356	Norwood and Bishopsholme Community Centre	53.4106798	-1.4685658	community_centre		osm
S4	osm_125525656	Norwood Grange Care Home	53.4120453	-1.4635901	social_facility	Longley Lane	osm
S4	osm_1216593930	Oasis Academy Fir Vale	53.4073221	-1.4498149	school	Owler Lane	osm
S4	osm_20920119	Osgathorpe Park	53.403833	-1.4503087	park		osm
S4	osm_26421871	Page Hall Medical Centre	53.4077218	-1.4475259	doctors		osm
S4	osm_608764518	PDSA	53.3995411	-1.4361137	veterinary		osm
S4	osm_1150218534	Pizza Master	53.4091135	-1.4712991	fast_food	Longley Avenue West	osm
S4	osm_11423693460	Premier Doors	53.3924442	-1.4339156	doors	Attercliffe Road	osm
S4	osm_1150218531	S. Ali's Off Licence	53.4090927	-1.4717448	newsagent	Longley Avenue West	osm
S4	osm_9804404310	Scott Road Store	53.4013258	-1.4561773	convenience	Scott Road	osm
S4	osm_1116577915	Sheffield Auto Spares	53.3934689	-1.4328498	car_repair	Attercliffe Road	osm
S4	osm_635810243	Sheffield GP Collaborative (Out of Hours Service)	53.4089115	-1.4566362	doctors		osm
S4	geograph_7903889	Sheffield Steel City Beer Festival 2024 (SCBF48)	53.388839	-1.471299	geograph		geograph
S4	geograph_8174501	Sheffield Steel City Beer Festival 49	53.389563	-1.472493	geograph		geograph
S4	osm_125102862	Shirecliffe Community Centre	53.4108272	-1.4728771	community_centre		osm
S4	osm_1231769964	Silver Pan	53.3919251	-1.433647	fast_food	Staniforth Road	osm
S4	osm_421474608	Singh's Premier	53.4119248	-1.4646139	convenience	Herries Road	osm
S4	osm_123529588	St Cuthberts	53.4078163	-1.4515455	place_of_worship		osm
S4	osm_224748451	St. James Church	53.4018558	-1.4590666	place_of_worship		osm
S4	geograph_2895623	Steel sign for Kelham Island Museum	53.388657	-1.470851	geograph		geograph
S4	osm_1154594000	Syrenka	53.4072048	-1.4521108	convenience	Owler Lane	osm
S4	osm_13130643880	Tea and Cakes	53.4031686	-1.4538549	artwork		osm
S4	osm_1116344103	The Carlton Hotel	53.3925516	-1.4347127	pub	Attercliffe Road	osm
S4	osm_11220267129	The Courtyard	53.3930396	-1.4328932	cafe	Attercliffe Road	osm
S4	osm_1231769957	The Dream Lounge	53.3926126	-1.4333637	beauty	Attercliffe Road	osm
S4	osm_1231769959	Traditional Therapy	53.3927157	-1.4332432	massage	Attercliffe Road	osm
S4	osm_11220267130	Travel & More	53.3931073	-1.4328496	travel_agency	Attercliffe Road	osm
S4	osm_1154594002	Umra Jewellers	53.4072482	-1.451951	jewelry	Owler Lane	osm
S4	geograph_8036123	Victorian Gas Lamp	53.388749	-1.4713	geograph		geograph
S4	osm_94151005	Warty Lounge	53.3927038	-1.4342521	cafe	Attercliffe Road	osm
S4	osm_125102861	Watercliffe Meadow Community Primary School	53.4104899	-1.4738651	school	Boynton Road	osm
S4	osm_26420829	Whiteways Primary School	53.4042874	-1.4474953	school	Whiteways Road	osm
S4	osm_8709824993	WHSmith	53.4094572	-1.4560129	books		osm
S4	osm_785103598	Wood Hill Grange	53.4027906	-1.4466238	social_facility		osm
S4	osm_785103597	Wood Hill House	53.4025343	-1.4472384	social_facility	Grimesthorpe Road	osm
S4	osm_785103590	Wood Hill Lodge	53.4022052	-1.4479669	social_facility	Grimesthorpe Road	osm
S4	osm_3646372466	Yours Food and Wine	53.4061641	-1.4541565	convenience	Barnsley Road	osm
S4	osm_1116344108	Zambezi Lounge	53.3921999	-1.434555	nightclub	Attercliffe Road	osm
