postcode	placeId	name	latitude	longitude	types	vicinity	source
S11	geograph_5251213	1 Steel Road, Sheffield 11	53.367746	-1.499213	geograph		geograph
S11	osm_1034567307	Alen's Classic Barbers	53.3552165	-1.527151	hairdresser	Ringinglow Road	osm
S11	geograph_6896485	Bears of Sheffield: #4 The Story of a Steel Bear	53.372327	-1.498408	geograph		geograph
S11	osm_345368669	Bents Green Post Office	53.3552319	-1.5270591	post_office	Ringinglow Road	osm
S11	osm_1034567310	Cannister's	53.3551372	-1.5273698	butcher	Ringinglow Road	osm
S11	osm_1034567306	Costcutter	53.355259	-1.5270153	convenience	Bents Green Road	osm
S11	geograph_4747542	Millennium Hall	53.368909	-1.497997	geograph		geograph
S11	osm_29294400	Nether Green Infant School	53.367278	-1.5366901	school	Sheffield	osm
S11	osm_1034567308	Pizz-Elia	53.3551877	-1.5272135	restaurant	Ringinglow Road	osm
