postcode	placeId	name	latitude	longitude	types	vicinity	source
S35	osm_278608474	A. J. Hurdley	53.4361993	-1.4583573	optician		osm
S35	osm_1127333099	A.J. Hurdley Opticians	53.4393582	-1.4642318	optician	High Street	osm
S35	osm_304400788	Allen & Barnfield Chemists	53.4272658	-1.4954231	pharmacy		osm
S35	osm_1107581054	Amy Claire	53.4316246	-1.4866133	tailor	Chaucer Road	osm
S35	osm_1127333106	Angelo Cerrone's	53.4394431	-1.4649498	restaurant	High Street	osm
S35	osm_7525887332	Asda	53.4277316	-1.4859873	optician		osm
S35	osm_1107581057	Bargain Booze Select Convenience	53.4318867	-1.4866282	convenience	Chaucer Road	osm
S35	osm_1127333092	Barnsley Animal Rescue Charity	53.4391406	-1.4639181	charity	High Street	osm
S35	osm_1127333096	Bayleaves	53.4392901	-1.464135	restaurant	High Street	osm
S35	osm_264163012	Birley Carr Post Office	53.4239196	-1.5008004	post_office	Foxhill Road	osm
S35	osm_282115516	Central Stores	53.4360909	-1.4779661	convenience	Coppin Square	osm
S35	osm_25886934	Colley Park	53.4345344	-1.4710399	park		osm
S35	osm_282105664	Colley Sports Centre	53.4338866	-1.4790591	sports_centre		osm
S35	osm_159923371	Cow and Calf	53.4371958	-1.5034232	pub	Skew Hill Lane	osm
S35	osm_152129484	Crampton & Moore	53.4398911	-1.4650907	electronics	High Street	osm
S35	osm_282111551	Creswick Greave Methodist Church	53.4349372	-1.4832916	place_of_worship		osm
S35	osm_1127333089	Ecclesfield Grill	53.4390259	-1.463751	fast_food	High Street	osm
S35	osm_148351646	Ecclesfield Group Practice	53.4319201	-1.4778271	doctors	Remington Avenue	osm
S35	osm_152129432	Ecclesfield Library	53.4395919	-1.4645953	library		osm
S35	osm_25884810	Ecclesfield Primary School	53.4388026	-1.4665012	school	Sheffield	osm
S35	osm_711109360	Eight Foot Way	53.4274705	-1.4916737	pub	Chaucer Road	osm
S35	osm_1127333095	E&L Hair Ltd	53.439253	-1.4640814	hairdresser	High Street	osm
S35	osm_1060048198	Empire Convenience Store	53.4318312	-1.4787482	convenience	Margetson Crescent	osm
S35	osm_152130655	EPPiC Theatre	53.4400188	-1.4665701	theatre	Well Lane	osm
S35	osm_1127333088	Flying Dragon	53.4389678	-1.4636972	restaurant	High Street	osm
S35	osm_146392577	Fox Hill Community Centre	53.4286281	-1.4966191	community_centre		osm
S35	osm_783474280	Fox Hill Primary	53.4296033	-1.4953193	school	Keats Road	osm
S35	osm_142405894	Fox & Hounds	53.4255182	-1.5000018	pub	Fox Hill Road	osm
S35	osm_304400787	Foxhill Forum	53.4270865	-1.4956295	community_centre		osm
S35	osm_1112598068	Foxhill Medical Centre	53.429127	-1.4998962	doctors		osm
S35	osm_6218768310	Foxhill Pharmacy	53.4289667	-1.4994177	pharmacy		osm
S35	osm_304393587	Foxhill Service Centre	53.4253054	-1.5008633	car		osm
S35	osm_1107581052	George's Sandwich Shop	53.431556	-1.486565	fast_food	Chaucer Road	osm
S35	osm_1060048203	Golden Palace	53.4318757	-1.4781905	restaurant	Margetson Crescent	osm
S35	osm_159802759	Grenoside Crematorium	53.4362486	-1.5090352	crematorium		osm
S35	osm_27719361	Grenoside Park	53.4402384	-1.499403	park		osm
S35	osm_304413538	Grenoside Scout & Guide Group Headquarters	53.4363732	-1.4955199	scout_hut		osm
S35	osm_304413540	Grenoside Surgery	53.4366515	-1.4960027	doctors		osm
S35	osm_1127333098	Happy Days	53.4393249	-1.4641845	gift	High Street	osm
S35	osm_1107581056	Herrings	53.4318006	-1.4865845	hairdresser	Chaucer Road	osm
S35	osm_1127333093	H&J Beauty	53.439178	-1.4639728	beauty	High Street	osm
S35	osm_1222627279	Indian Kitchen	53.4222411	-1.4918991	restaurant	Halifax Road	osm
S35	osm_150939849	John Heath & Sons Ecclesfield Funeral Home	53.4340766	-1.4581928	funeral_directors	High Greave	osm
S35	osm_150953143	Jurrasica	53.4384525	-1.4693913	pub		osm
S35	osm_1060048204	Little Lou's Fish and Chips	53.4318894	-1.4780593	fast_food	Margetson Crescent	osm
S35	osm_1107581059	Lung Fung	53.4320651	-1.4865359	restaurant	Chaucer Road	osm
S35	osm_12333213280	Mansel Primary	53.4332346	-1.4865822	school	Chaucer Road	osm
S35	osm_1060048196	Margetson Crescent Post Office	53.4317625	-1.479001	post_office	Margetson Crescent	osm
S35	osm_25561991	Monteney Primary School	53.4358389	-1.4678236	school	Sheffield	osm
S35	geograph_1114776	Moonshine Reservoir Tower, Moonshine Lane, Longley, Sheffield	53.414749	-1.476545	geograph		geograph
S35	osm_1060048205	Parson Cross Dental Surgery	53.4318821	-1.4781285	dentist		osm
S35	osm_146527001	Parson Cross Filling Station	53.4292788	-1.4842707	fuel		osm
S35	osm_11019718950	Parson Cross Forum	53.431437	-1.4781219	community_centre		osm
S35	osm_1127333104	Polka Dott	53.4392964	-1.464745	gift	High Street	osm
S35	osm_150139571	Remington Youth & Community Centre	53.4332262	-1.4734272	community_centre		osm
S35	osm_1107581058	Road & Rally	53.4320084	-1.4866374	car_parts	Chaucer Road	osm
S35	osm_304393598	Singh Food & Wines	53.4256168	-1.5007224	convenience		osm
S35	osm_146137885	St Cecilia	53.4288408	-1.4903339	place_of_worship		osm
S35	osm_11019718947	St Thomas More	53.431317	-1.4781072	place_of_worship		osm
S35	osm_25862572	St Thomas More Catholic Primary	53.4363699	-1.4881176	school	Creswick Lane	osm
S35	osm_1107581055	Tasty Bite	53.4317062	-1.4866042	fast_food	Chaucer Road	osm
S35	osm_148356102	The Beagle	53.4326257	-1.4845422	pub	Knutton Crescent	osm
S35	osm_152127507	The Cottage	53.4387223	-1.4641941	fast_food	High Street	osm
S35	osm_150948539	The Greyhound	53.438125	-1.4635326	pub	High Street	osm
S35	osm_304384666	The Methodist Church Birley Carr	53.4241794	-1.5009239	place_of_worship		osm
S35	osm_150958736	The Regency Club	53.4417514	-1.4694976	events_venue	Yew Lane	osm
S35	osm_282357434	Trinity Methodist Church Ecclesfield	53.4403948	-1.4663466	place_of_worship		osm
S35	osm_1127333094	UK Vape Guyz	53.439216	-1.4640271	e-cigarette	High Street	osm
S35	osm_1127333090	Village Café	53.4390659	-1.4638099	cafe	High Street	osm
S35	osm_267575871	Wadsley Bridge W.M.C.	53.422734	-1.4932321	working_mens_club		osm
S35	osm_24614966	Wolfe Road Park	53.4261237	-1.4944442	park		osm
S35	osm_12333213281	Woolley Wood School	53.4328867	-1.4875302	school		osm
S35	osm_148351658	Wordsworth Tavern	53.4316568	-1.4760018	pub	Wordsworth Avenue	osm
S35	osm_148356118	Yewlands Academy	53.4352596	-1.4890861	school	Creswick Lane	osm
